Start Buffer: size=834
FL, LA, RA, FR, dCount, mazeLoc, fwdSpeed, rotSpeed, lVolt, rVolt
Robot Data: [4, 122, 98, 0, 90, 21, 8900, 0, 182, 175]
Robot Data: [3, 123, 97, 0, 90, 21, 8900, 0, 183, 173]
Robot Data: [4, 126, 95, 0, 89, 21, 8900, 0, 184, 178]
Robot Data: [5, 126, 98, 0, 89, 21, 8900, 0, 183, 180]
Robot Data: [3, 137, 95, 1, 89, 21, 8900, 0, 185, 178]
Robot Data: [4, 141, 96, 1, 90, 21, 8900, 0, 183, 172]
Robot Data: [3, 146, 94, 1, 90, 21, 8900, 0, 182, 172]
Robot Data: [4, 140, 94, 1, 90, 21, 8900, 0, 177, 175]
Robot Data: [4, 144, 95, 1, 88, 21, 8900, 0, 183, 184]
Robot Data: [4, 146, 94, 1, 89, 21, 8900, 0, 180, 180]
Robot Data: [3, 142, 94, 1, 89, 21, 8900, 0, 182, 178]
Robot Data: [4, 144, 93, 1, 89, 21, 8900, 0, 184, 177]
Robot Data: [3, 146, 93, 1, 89, 21, 8900, 0, 182, 179]
Robot Data: [4, 145, 90, 1, 89, 21, 8900, 0, 180, 180]
Robot Data: [3, 142, 83, 3, 89, 21, 8900, 0, 182, 178]
Robot Data: [3, 141, 83, 2, 89, 21, 8900, 0, 182, 178]
Robot Data: [2, 148, 88, 2, 89, 21, 8900, 0, 182, 178]
Robot Data: [3, 149, 86, 1, 89, 21, 8900, 0, 184, 177]
Robot Data: [3, 149, 85, 1, 89, 21, 8900, 0, 185, 175]
Robot Data: [5, 149, 85, 2, 88, 21, 8900, 0, 191, 177]
Robot Data: [4, 150, 85, 2, 88, 21, 8900, 0, 189, 180]
Robot Data: [3, 152, 88, 2, 89, 21, 8900, 0, 184, 178]
Robot Data: [3, 148, 89, 2, 90, 21, 8900, 0, 177, 178]
Robot Data: [3, 143, 87, 2, 89, 21, 8900, 0, 183, 179]
Robot Data: [2, 142, 89, 2, 89, 21, 8620, 0, 167, 164]
Robot Data: [4, 140, 86, 2, 87, 21, 8340, 0, 160, 153]
Robot Data: [4, 132, 87, 2, 86, 21, 8060, 0, 148, 137]
Robot Data: [3, 119, 94, 3, 83, 21, 7780, 0, 137, 134]
Robot Data: [4, 123, 96, 2, 81, 21, 7500, 0, 128, 129]
Robot Data: [4, 120, 96, 2, 78, 21, 7220, 0, 118, 125]
Robot Data: [6, 121, 99, 4, 75, 21, 6940, 0, 115, 114]
Robot Data: [4, 117, 101, 4, 73, 21, 6660, 0, 108, 100]
Robot Data: [5, 117, 100, 4, 70, 21, 6380, 0, 99, 93]
Robot Data: [7, 114, 105, 5, 66, 21, 6100, 0, 100, 93]
Robot Data: [9, 112, 103, 5, 62, 21, 5820, 0, 97, 90]
Robot Data: [10, 110, 100, 6, 60, 21, 5540, 0, 82, 87]
Robot Data: [13, 109, 101, 8, 58, 21, 5260, 0, 70, 77]
Robot Data: [16, 108, 104, 8, 53, 21, 4980, 0, 77, 72]
Robot Data: [15, 109, 104, 10, 52, 21, 4700, 0, 70, 59]
Robot Data: [19, 102, 97, 11, 47, 21, 4420, 0, 77, 55]
Robot Data: [23, 113, 67, 11, 46, 21, 4140, 0, 61, 45]
Robot Data: [25, 109, 14, 12, 42, 21, 3860, 0, 53, 48]
Robot Data: [31, 110, 5, 14, 40, 21, 3580, 0, 30, 51]
Robot Data: [28, 106, 1, 16, 36, 21, 3300, 0, 36, 48]
Robot Data: [31, 104, 4, 16, 34, 21, 3020, 0, 28, 38]
Robot Data: [34, 100, 4, 17, 30, 21, 2740, 0, 37, 24]
Robot Data: [34, 97, 4, 19, 28, 21, 2460, 0, 32, 11]
Robot Data: [38, 95, 5, 21, 25, 21, 2180, 0, 22, 10]
Robot Data: [40, 94, 5, 22, 21, 21, 2000, 0, 22, 24]
Robot Data: [43, 94, 4, 23, 20, 21, 2000, 0, 20, 32]
Robot Data: [46, 90, 5, 25, 19, 133, 2000, 0, 23, 37]
Robot Data: [45, 89, 4, 25, 18, 133, 2000, 0, 30, 39]
Robot Data: [47, 93, 7, 27, 17, 133, 2000, 0, 40, 39]
Robot Data: [49, 95, 7, 28, 18, 133, 2000, 0, 37, 37]
Robot Data: [52, 96, 8, 31, 18, 133, 2000, 0, 40, 36]
Robot Data: [51, 95, 7, 32, 17, 133, 2000, 0, 47, 40]
Robot Data: [52, 97, 10, 34, 17, 133, 2000, 0, 50, 40]
Robot Data: [54, 94, 9, 35, 18, 133, 2000, 0, 48, 38]
Robot Data: [57, 94, 8, 36, 18, 133, 2000, 0, 49, 39]
Robot Data: [61, 94, 10, 38, 18, 133, 2000, 0, 46, 44]
Robot Data: [61, 93, 9, 38, 18, 133, 2000, 0, 46, 46]
Robot Data: [64, 88, 10, 40, 19, 133, 2000, 0, 39, 47]
Robot Data: [70, 89, 11, 44, 19, 133, 2000, 0, 43, 45]
Robot Data: [73, 86, 11, 46, 18, 133, 2000, -303, 50, 46]
Robot Data: [76, 87, 12, 48, 19, 133, 2000, -606, 61, 30]
Robot Data: [79, 84, 14, 51, 19, 133, 2000, -909, 71, 21]
Robot Data: [87, 81, 14, 53, 19, 133, 2000, -1212, 82, 11]
Robot Data: [94, 74, 14, 54, 19, 133, 2000, -1515, 88, 6]
Robot Data: [106, 65, 12, 51, 20, 133, 2000, -1818, 86, 2]
Robot Data: [120, 67, 10, 51, 19, 133, 2000, -2121, 90, 6]
Robot Data: [124, 86, 7, 46, 19, 133, 2000, -2424, 88, 9]
Robot Data: [120, 82, 7, 42, 19, 133, 2000, -2727, 89, 9]
Robot Data: [113, 89, 3, 41, 20, 133, 2000, -3030, 88, 4]
Robot Data: [113, 106, 0, 36, 20, 133, 2000, -3108, 86, 6]
Robot Data: [114, 127, 0, 31, 20, 133, 2000, -3108, 80, 11]
Robot Data: [113, 148, 0, 24, 20, 133, 2000, -3108, 77, 14]
Robot Data: [110, 172, 1, 19, 21, 133, 2000, -3108, 70, 14]
Robot Data: [106, 203, 0, 12, 19, 133, 2000, -3108, 74, 24]
Robot Data: [96, 251, 0, 7, 21, 133, 2000, -3108, 69, 15]
Robot Data: [87, 262, 1, 6, 21, 133, 2000, -3108, 72, 10]
Robot Data: [77, 238, 1, 4, 19, 133, 2000, -3108, 81, 16]
Robot Data: [69, 201, 4, 3, 21, 133, 2000, -3108, 75, 7]
Robot Data: [52, 177, 9, 1, 19, 133, 2000, -3108, 82, 15]
Robot Data: [41, 146, 20, 0, 21, 133, 2000, -3108, 77, 6]
Robot Data: [24, 136, 38, 0, 20, 133, 2000, -3108, 80, 9]
Robot Data: [16, 129, 70, 0, 20, 133, 2000, -2805, 72, 17]
Robot Data: [7, 107, 108, 0, 20, 133, 2000, -2502, 63, 26]
Robot Data: [3, 95, 161, 0, 21, 133, 2000, -2199, 47, 34]
Robot Data: [1, 72, 210, 1, 20, 133, 2000, -1896, 42, 45]
Robot Data: [0, 61, 255, 1, 19, 133, 2000, -1593, 38, 57]
Robot Data: [1, 49, 295, 3, 20, 133, 2000, -1290, 32, 57]
Robot Data: [1, 42, 325, 4, 20, 133, 2000, -987, 33, 56]
Robot Data: [0, 39, 341, 6, 20, 133, 2000, -684, 31, 58]
Robot Data: [1, 36, 352, 6, 20, 133, 2000, -381, 37, 52]
Robot Data: [1, 37, 357, 7, 20, 133, 2000, -78, 38, 51]
Robot Data: [1, 38, 358, 6, 20, 133, 2000, 0, 38, 51]
Robot Data: [0, 38, 357, 5, 20, 133, 2000, 0, 46, 43]
Robot Data: [0, 42, 350, 5, 21, 132, 2000, 0, 25, 56]
Robot Data: [1, 41, 344, 4, 19, 132, 2280, 0, 34, 84]
Robot Data: [1, 42, 330, 3, 20, 132, 2560, 0, 51, 94]
Robot Data: [1, 46, 310, 3, 22, 132, 2840, 0, 65, 100]
Robot Data: [0, 55, 278, 2, 26, 132, 3120, 0, 75, 96]
Robot Data: [1, 61, 246, 0, 27, 132, 3400, 0, 104, 96]
Robot Data: [1, 68, 217, 1, 29, 132, 3680, 0, 123, 92]
Robot Data: [2, 74, 194, 1, 33, 132, 3960, 0, 128, 94]
Robot Data: [3, 78, 178, 1, 37, 132, 4240, 0, 131, 98]
Robot Data: [2, 80, 167, 0, 39, 132, 4520, 0, 135, 114]
Robot Data: [1, 78, 160, 0, 41, 132, 4800, 0, 137, 134]
Robot Data: [1, 78, 159, 1, 47, 132, 5080, 0, 123, 132]
Robot Data: [0, 78, 163, 1, 50, 132, 5360, 0, 126, 140]
Robot Data: [1, 76, 163, 0, 53, 132, 5640, 0, 131, 145]
Robot Data: [0, 78, 160, 0, 52, 132, 5920, 0, 146, 171]
Robot Data: [1, 76, 155, 0, 55, 132, 6200, 0, 155, 178]
Robot Data: [1, 72, 167, 0, 59, 132, 6480, 0, 159, 174]
Robot Data: [2, 76, 156, 0, 63, 132, 6760, 0, 170, 167]
Robot Data: [0, 82, 150, 0, 66, 132, 7040, 0, 179, 171]
Robot Data: [0, 83, 143, 1, 66, 132, 7320, 0, 196, 189]
Robot Data: [1, 89, 138, 0, 69, 132, 7600, 0, 199, 200]
Robot Data: [2, 92, 133, 0, 73, 132, 7880, 0, 196, 203]
Robot Data: [0, 90, 128, 1, 78, 132, 8160, 0, 193, 204]
Robot Data: [1, 95, 126, 1, 80, 132, 8440, 0, 204, 210]
Robot Data: [2, 97, 117, 1, 82, 132, 8720, 0, 214, 221]
Robot Data: [1, 101, 116, 0, 86, 132, 8900, 0, 221, 208]
Robot Data: [1, 99, 112, 0, 89, 132, 8900, 0, 215, 194]
Robot Data: [1, 99, 114, 0, 88, 132, 8900, 0, 220, 197]
Robot Data: [3, 100, 114, 0, 88, 132, 8900, 0, 215, 203]
Robot Data: [1, 103, 113, 0, 91, 132, 8900, 0, 195, 201]
Robot Data: [0, 97, 115, 1, 90, 132, 8900, 0, 193, 208]
Robot Data: [1, 110, 118, 0, 91, 132, 8900, 0, 186, 207]
Robot Data: [0, 110, 119, 1, 91, 132, 8900, 0, 187, 203]
Robot Data: [2, 114, 119, 0, 92, 132, 8900, 0, 188, 193]
Robot Data: [4, 116, 116, 0, 90, 132, 8900, 0, 197, 196]
Robot Data: [2, 121, 110, 1, 92, 132, 8900, 0, 190, 186]
Robot Data: [3, 124, 108, 1, 91, 132, 8900, 0, 194, 187]
Robot Data: [3, 129, 103, 3, 92, 132, 8900, 0, 187, 184]
Robot Data: [3, 133, 97, 2, 92, 132, 8900, 0, 187, 180]
Robot Data: [3, 134, 92, 2, 92, 132, 8900, 0, 185, 178]
Robot Data: [3, 142, 83, 1, 92, 132, 8900, 0, 187, 173]
Robot Data: [4, 139, 14, 3, 91, 132, 8620, 0, 174, 160]
Robot Data: [2, 128, 7, 3, 90, 132, 8340, 0, 159, 146]
Robot Data: [3, 133, 6, 4, 88, 132, 8060, 0, 150, 133]
Robot Data: [3, 139, 7, 4, 85, 132, 7780, 0, 140, 127]
Robot Data: [4, 140, 9, 5, 81, 132, 7500, 0, 136, 130]
Robot Data: [4, 139, 11, 5, 80, 132, 7220, 0, 120, 117]
Robot Data: [6, 137, 15, 5, 77, 132, 6940, 0, 114, 106]
Robot Data: [5, 132, 16, 5, 73, 132, 6660, 0, 109, 103]
Robot Data: [7, 133, 25, 5, 70, 132, 6380, 0, 98, 99]
Robot Data: [6, 137, 34, 7, 67, 132, 6100, 0, 97, 93]
Robot Data: [6, 135, 48, 8, 64, 132, 5820, 0, 95, 80]
Robot Data: [9, 134, 61, 9, 60, 132, 5540, 0, 91, 78]
Robot Data: [10, 132, 50, 11, 57, 132, 5260, 0, 85, 71]
Robot Data: [11, 128, 12, 11, 55, 132, 4980, 0, 69, 67]
Robot Data: [13, 124, 4, 13, 52, 132, 4700, 0, 63, 67]
Robot Data: [16, 129, 7, 14, 47, 132, 4420, 0, 66, 66]
Robot Data: [21, 132, 5, 16, 45, 132, 4140, 0, 59, 55]
Robot Data: [22, 135, 4, 18, 43, 132, 3860, 0, 55, 40]
Robot Data: [27, 132, 4, 21, 40, 132, 3580, 0, 43, 38]
Robot Data: [32, 133, 6, 23, 36, 132, 3300, 0, 41, 43]
Robot Data: [37, 132, 7, 25, 32, 132, 3020, 0, 41, 41]
Robot Data: [37, 130, 7, 27, 32, 132, 2740, 0, 22, 26]
Robot Data: [44, 131, 8, 30, 28, 132, 2460, 0, 22, 21]
Robot Data: [49, 132, 8, 33, 25, 132, 2180, 0, 18, 14]
Robot Data: [50, 129, 9, 34, 21, 132, 2000, 0, 26, 19]
Robot Data: [52, 132, 9, 40, 19, 132, 2000, 0, 33, 27]
Robot Data: [58, 128, 9, 41, 19, 128, 2000, 0, 32, 29]
Robot Data: [60, 129, 13, 43, 18, 128, 2000, 0, 35, 35]
Robot Data: [62, 126, 12, 44, 18, 128, 2000, 0, 34, 38]
Robot Data: [64, 123, 14, 46, 17, 128, 2000, -303, 43, 39]
Robot Data: [65, 123, 13, 47, 18, 128, 2000, -606, 52, 25]
Robot Data: [68, 122, 15, 49, 18, 128, 2000, -909, 63, 17]
Robot Data: [71, 120, 17, 52, 18, 128, 2000, -1212, 71, 11]
Robot Data: [74, 111, 15, 51, 17, 128, 2000, -1515, 88, 4]
Robot Data: [83, 97, 13, 51, 17, 128, 2000, -1818, 93, 2]
Robot Data: [94, 78, 10, 48, 18, 128, 2000, -2121, 93, 2]
Robot Data: [110, 60, 9, 46, 17, 128, 2000, -2424, 95, 6]
Robot Data: [109, 71, 5, 40, 18, 128, 2000, -2727, 89, 7]
Robot Data: [103, 79, 3, 34, 19, 128, 2000, -3030, 85, 6]
Robot Data: [102, 81, 0, 31, 18, 128, 2000, -3108, 86, 14]
Robot Data: [100, 98, 0, 29, 19, 128, 2000, -3108, 80, 14]
Robot Data: [97, 116, 0, 23, 21, 128, 2000, -3108, 72, 8]
Robot Data: [97, 134, 0, 18, 19, 128, 2000, -3108, 75, 19]
Robot Data: [90, 159, 0, 12, 20, 128, 2000, -3108, 71, 17]
Robot Data: [85, 194, 0, 9, 19, 128, 2000, -3108, 75, 21]
Robot Data: [77, 213, 2, 5, 20, 128, 2000, -3108, 73, 16]
Robot Data: [67, 201, 2, 3, 20, 128, 2000, -3108, 75, 14]
Robot Data: [58, 172, 4, 2, 20, 128, 2000, -3108, 77, 12]
Robot Data: [45, 154, 9, 1, 19, 128, 2000, -3108, 84, 13]
Robot Data: [36, 143, 18, 1, 20, 128, 2000, -3108, 80, 10]
Robot Data: [26, 117, 35, 1, 20, 128, 2000, -3108, 78, 12]
Robot Data: [16, 95, 63, 1, 21, 128, 2000, -2805, 70, 12]
Robot Data: [8, 96, 105, 1, 19, 128, 2000, -2502, 67, 30]
Robot Data: [4, 80, 154, 1, 21, 128, 2000, -2199, 47, 35]
Robot Data: [1, 65, 212, 0, 20, 128, 2000, -1896, 43, 46]
Robot Data: [1, 52, 262, 2, 18, 128, 2000, -1593, 45, 60]
Robot Data: [0, 44, 307, 2, 20, 128, 2000, -1290, 33, 58]
Robot Data: [1, 41, 339, 4, 20, 128, 2000, -987, 30, 61]
Robot Data: [1, 37, 357, 4, 20, 128, 2000, -684, 31, 60]
Robot Data: [2, 36, 365, 5, 20, 128, 2000, -381, 34, 57]
Robot Data: [0, 35, 365, 6, 20, 128, 2000, -78, 36, 55]
Robot Data: [1, 36, 359, 5, 20, 128, 2000, 0, 43, 48]
Robot Data: [0, 39, 351, 4, 21, 128, 2000, 0, 42, 41]
Robot Data: [1, 41, 339, 3, 20, 112, 2000, 0, 31, 59]
Robot Data: [1, 43, 331, 3, 20, 112, 2280, 0, 37, 76]
Robot Data: [1, 44, 313, 1, 21, 112, 2560, 0, 51, 87]
Robot Data: [1, 47, 292, 2, 22, 112, 2840, 0, 66, 99]
Robot Data: [2, 54, 268, 1, 24, 112, 3120, 0, 89, 99]
Robot Data: [0, 60, 241, 1, 27, 112, 3400, 0, 102, 100]
Robot Data: [1, 65, 217, 0, 30, 112, 3680, 0, 113, 97]
Robot Data: [0, 70, 194, 1, 33, 112, 3960, 0, 124, 99]
Robot Data: [1, 73, 179, 1, 36, 112, 4240, 0, 128, 109]
Robot Data: [3, 75, 168, 1, 40, 112, 4520, 0, 128, 116]
Robot Data: [1, 77, 158, 1, 42, 112, 4800, 0, 135, 129]
Robot Data: [1, 77, 151, 1, 46, 112, 5080, 0, 129, 134]
Robot Data: [3, 77, 158, 0, 50, 112, 5360, 0, 132, 135]
Robot Data: [0, 78, 154, 1, 53, 112, 5640, 0, 139, 138]
Robot Data: [1, 78, 153, 0, 50, 112, 5920, 0, 165, 169]
Robot Data: [0, 75, 151, 0, 55, 112, 6200, 0, 161, 176]
Robot Data: [2, 79, 151, 0, 60, 112, 6480, 0, 154, 175]
Robot Data: [1, 73, 140, 0, 62, 112, 6760, 0, 168, 180]
Robot Data: [2, 75, 134, 0, 66, 112, 7040, 0, 172, 181]
Robot Data: [1, 83, 135, 0, 66, 112, 7320, 0, 197, 191]
Robot Data: [1, 87, 133, 1, 71, 112, 7600, 0, 197, 190]
Robot Data: [2, 90, 131, 1, 72, 112, 7880, 0, 207, 201]
Robot Data: [0, 91, 126, 1, 78, 112, 8160, 0, 193, 206]
Robot Data: [2, 91, 124, 0, 82, 112, 8440, 0, 196, 206]
Robot Data: [1, 94, 121, 1, 81, 112, 8720, 0, 222, 220]
Robot Data: [2, 92, 117, 0, 86, 112, 8900, 0, 219, 211]
Robot Data: [0, 97, 117, 1, 88, 112, 8900, 0, 210, 208]
Robot Data: [1, 98, 118, 1, 90, 112, 8900, 0, 205, 198]
Robot Data: [1, 98, 115, 1, 89, 112, 8900, 0, 205, 206]
Robot Data: [1, 98, 111, 1, 87, 112, 8900, 0, 211, 215]
Robot Data: [1, 99, 109, 1, 90, 112, 8900, 0, 201, 204]
Robot Data: [1, 98, 117, 1, 92, 112, 8900, 0, 192, 196]
Robot Data: [1, 114, 114, 1, 90, 112, 8900, 0, 198, 202]
Robot Data: [2, 116, 111, 1, 92, 112, 8900, 0, 192, 192]
Robot Data: [2, 117, 109, 2, 91, 112, 8900, 0, 196, 192]
Robot Data: [3, 122, 106, 2, 91, 112, 8900, 0, 195, 191]
Robot Data: [1, 125, 103, 2, 92, 112, 8900, 0, 190, 186]
Robot Data: [2, 132, 100, 3, 92, 112, 8900, 0, 188, 185]
Robot Data: [3, 136, 97, 3, 92, 112, 8900, 0, 186, 183]
Robot Data: [2, 140, 93, 2, 92, 112, 8900, 0, 187, 179]
Robot Data: [4, 144, 86, 3, 92, 112, 8900, 0, 185, 178]
Robot Data: [3, 145, 85, 3, 92, 112, 8620, 0, 168, 161]
Robot Data: [4, 151, 83, 4, 90, 112, 8340, 0, 159, 148]
Robot Data: [4, 137, 78, 4, 87, 112, 8060, 0, 153, 139]
Robot Data: [5, 147, 78, 4, 84, 112, 7780, 0, 145, 132]
Robot Data: [4, 154, 78, 5, 82, 112, 7500, 0, 137, 124]
Robot Data: [4, 154, 74, 5, 80, 112, 7220, 0, 124, 115]
Robot Data: [5, 160, 77, 6, 77, 112, 6940, 0, 116, 106]
Robot Data: [6, 160, 79, 7, 74, 112, 6660, 0, 108, 98]
Robot Data: [4, 160, 76, 7, 70, 112, 6380, 0, 102, 96]
Robot Data: [4, 160, 75, 8, 67, 112, 6100, 0, 95, 96]
Robot Data: [7, 162, 77, 9, 63, 112, 5820, 0, 96, 88]
Robot Data: [8, 161, 73, 10, 62, 112, 5540, 0, 83, 73]
Robot Data: [8, 165, 68, 11, 57, 112, 5260, 0, 83, 73]
Robot Data: [8, 162, 33, 12, 55, 112, 4980, 0, 73, 63]
Robot Data: [7, 158, 7, 14, 51, 112, 4700, 0, 76, 62]
Robot Data: [10, 150, 4, 15, 49, 112, 4420, 0, 64, 54]
Robot Data: [12, 172, 5, 15, 46, 112, 4140, 0, 61, 44]
Robot Data: [18, 170, 5, 18, 42, 112, 3860, 0, 62, 38]
Robot Data: [20, 162, 5, 19, 39, 112, 3580, 0, 48, 40]
Robot Data: [25, 156, 4, 19, 37, 112, 3300, 0, 31, 45]
Robot Data: [31, 150, 3, 22, 32, 112, 3020, 0, 31, 49]
Robot Data: [34, 143, 4, 22, 32, 112, 2740, 0, 17, 30]
Robot Data: [39, 141, 4, 25, 27, 112, 2460, 0, 24, 26]
Robot Data: [39, 143, 3, 26, 25, 112, 2180, 0, 20, 12]
Robot Data: [41, 144, 4, 28, 22, 112, 2000, 0, 24, 14]
Robot Data: [42, 149, 4, 30, 20, 112, 2000, 0, 33, 19]
Robot Data: [50, 144, 3, 32, 18, 48, 2000, 0, 34, 33]
Robot Data: [51, 143, 4, 32, 17, 48, 2000, 0, 38, 39]
Robot Data: [51, 138, 4, 33, 18, 48, 2000, 0, 34, 38]
Robot Data: [54, 138, 6, 36, 17, 48, 2000, 0, 39, 43]
Robot Data: [55, 131, 4, 35, 18, 48, 2000, 0, 37, 41]
Robot Data: [58, 131, 5, 38, 17, 48, 2000, 0, 40, 48]
Robot Data: [59, 131, 4, 39, 17, 48, 2000, 0, 44, 47]
Robot Data: [61, 133, 4, 40, 19, 48, 2000, 0, 38, 41]
Robot Data: [66, 140, 5, 44, 18, 48, 2000, 0, 42, 46]
Robot Data: [68, 142, 5, 48, 18, 48, 2000, 0, 47, 43]
Robot Data: [69, 144, 5, 51, 18, 48, 2000, -303, 57, 35]
Robot Data: [70, 140, 4, 53, 18, 48, 2000, -606, 67, 27]
Robot Data: [74, 142, 6, 55, 19, 48, 2000, -909, 72, 16]
Robot Data: [78, 134, 4, 57, 18, 48, 2000, -1212, 84, 14]
Robot Data: [83, 124, 5, 57, 20, 48, 2000, -1515, 81, 3]
Robot Data: [92, 102, 6, 55, 19, 48, 2000, -1818, 88, 4]
Robot Data: [111, 82, 8, 53, 19, 48, 2000, -2121, 87, 7]
Robot Data: [129, 69, 8, 49, 19, 48, 2000, -2424, 85, 9]
Robot Data: [129, 90, 9, 46, 19, 48, 2000, -2727, 86, 10]
Robot Data: [120, 90, 9, 35, 20, 48, 2000, -3030, 83, 6]
Robot Data: [115, 97, 12, 15, 20, 48, 2000, -3108, 85, 4]
Robot Data: [113, 118, 14, 3, 19, 48, 2000, -3108, 85, 12]
Robot Data: [115, 133, 17, 2, 19, 48, 2000, -3108, 82, 16]
Robot Data: [111, 158, 21, 2, 21, 48, 2000, -3108, 71, 12]
Robot Data: [107, 187, 29, 3, 20, 48, 2000, -3108, 75, 15]
Robot Data: [100, 235, 27, 5, 20, 48, 2000, -3108, 73, 17]
Robot Data: [91, 279, 24, 6, 20, 48, 2000, -3108, 72, 18]
Robot Data: [78, 249, 25, 8, 20, 48, 2000, -3108, 72, 18]
Robot Data: [66, 210, 26, 10, 20, 48, 2000, -3108, 74, 16]
Robot Data: [35, 181, 15, 12, 20, 48, 2000, -3108, 76, 15]
Robot Data: [9, 166, 15, 12, 20, 48, 2000, -3108, 81, 9]
Robot Data: [7, 146, 20, 15, 20, 48, 2000, -3108, 82, 8]
Robot Data: [10, 107, 38, 17, 20, 48, 2000, -2805, 74, 16]
Robot Data: [10, 9, 67, 21, 20, 48, 2000, -2502, 67, 23]
Robot Data: [13, 2, 109, 26, 21, 48, 2000, -2199, 49, 34]
Robot Data: [16, 3, 154, 30, 20, 48, 2000, -1896, 45, 44]
Robot Data: [19, 4, 196, 29, 20, 48, 2000, -1593, 37, 52]
Robot Data: [25, 4, 231, 31, 20, 48, 2000, -1290, 30, 59]
Robot Data: [28, 5, 252, 27, 20, 48, 2000, -987, 27, 62]
Robot Data: [30, 5, 264, 26, 20, 48, 2000, -684, 32, 57]
Robot Data: [28, 6, 269, 24, 19, 48, 2000, -381, 39, 58]
Robot Data: [34, 6, 271, 29, 20, 48, 2000, -78, 37, 53]
Robot Data: [34, 8, 266, 32, 20, 48, 2000, 0, 41, 49]
Robot Data: [35, 6, 259, 36, 20, 48, 2000, 0, 44, 46]
Robot Data: [38, 7, 253, 41, 20, 49, 2000, 0, 51, 39]
Robot Data: [39, 8, 247, 44, 20, 49, 2000, 0, 52, 38]
Robot Data: [38, 7, 242, 45, 20, 49, 2000, 0, 52, 38]
Robot Data: [39, 8, 240, 47, 20, 49, 2000, 0, 48, 42]
Robot Data: [43, 9, 244, 50, 20, 49, 2000, 0, 44, 46]
Robot Data: [47, 9, 246, 52, 20, 49, 2000, 0, 45, 45]
Robot Data: [47, 10, 246, 54, 21, 49, 2000, 0, 39, 43]
Robot Data: [50, 12, 249, 58, 20, 49, 2000, 0, 45, 44]
Robot Data: [56, 11, 250, 60, 20, 49, 2000, 0, 44, 44]
Robot Data: [58, 14, 250, 61, 19, 49, 2000, 303, 43, 54]
Robot Data: [61, 15, 251, 64, 20, 49, 2000, 606, 30, 60]
Robot Data: [64, 15, 249, 67, 20, 49, 2000, 909, 22, 68]
Robot Data: [67, 16, 239, 70, 19, 49, 2000, 1212, 19, 79]
Robot Data: [67, 16, 229, 74, 20, 49, 2000, 1515, 6, 86]
Robot Data: [65, 15, 201, 81, 20, 49, 2000, 1818, 4, 88]
Robot Data: [68, 13, 164, 92, 20, 49, 2000, 2121, 0, 91]
Robot Data: [65, 8, 123, 97, 20, 49, 2000, 2424, 5, 87]
Robot Data: [58, 6, 100, 95, 19, 49, 2000, 2727, 8, 91]
Robot Data: [53, 4, 133, 92, 20, 49, 2000, 3030, 2, 90]
Robot Data: [45, 3, 135, 91, 20, 49, 2000, 3108, 6, 86]
Robot Data: [40, 3, 155, 91, 19, 49, 2000, 3108, 18, 82]
Robot Data: [31, 3, 187, 90, 21, 49, 2000, 3108, 11, 74]
Robot Data: [24, 4, 215, 87, 21, 49, 2000, 3108, 12, 72]
Robot Data: [18, 5, 244, 85, 20, 49, 2000, 3108, 17, 74]
Robot Data: [12, 5, 296, 79, 19, 49, 2000, 3108, 25, 74]
Robot Data: [7, 4, 352, 69, 20, 49, 2000, 3108, 21, 71]
Robot Data: [5, 4, 353, 63, 20, 49, 2000, 3108, 17, 75]
Robot Data: [3, 2, 316, 54, 21, 49, 2000, 3108, 12, 73]
Robot Data: [2, 3, 279, 46, 20, 49, 2000, 3108, 11, 80]
Robot Data: [2, 4, 254, 34, 19, 49, 2000, 3108, 16, 83]
Robot Data: [5, 1, 229, 25, 20, 49, 2000, 3108, 13, 80]
Robot Data: [4, 2, 207, 14, 20, 49, 2000, 2805, 19, 73]
Robot Data: [4, 2, 174, 7, 21, 49, 2000, 2502, 24, 61]
Robot Data: [8, 1, 154, 4, 21, 49, 2000, 2199, 31, 52]
Robot Data: [8, 0, 129, 3, 20, 49, 2000, 1896, 45, 45]
Robot Data: [5, 2, 108, 4, 19, 49, 2000, 1593, 59, 39]
Robot Data: [5, 1, 92, 5, 21, 49, 2000, 1290, 58, 25]
Robot Data: [7, 2, 81, 4, 19, 49, 2000, 987, 68, 30]
Robot Data: [8, 4, 73, 6, 20, 49, 2000, 684, 62, 29]
Robot Data: [8, 3, 70, 5, 20, 49, 2000, 381, 58, 33]
Robot Data: [10, 1, 70, 6, 20, 49, 2000, 78, 55, 36]
Robot Data: [9, 2, 74, 7, 20, 49, 2000, 0, 48, 43]
Robot Data: [7, 2, 77, 6, 20, 49, 2000, 0, 43, 48]
Robot Data: [10, 2, 80, 7, 20, 33, 2000, 0, 42, 49]
Robot Data: [8, 2, 85, 6, 20, 33, 2000, 0, 40, 51]
Robot Data: [8, 2, 85, 7, 19, 33, 2000, 0, 43, 56]
Robot Data: [6, 2, 84, 7, 20, 33, 2000, 0, 41, 51]
Robot Data: [9, 2, 84, 8, 19, 33, 2000, 0, 47, 53]
Robot Data: [7, 3, 86, 8, 21, 33, 2000, 0, 43, 42]
Robot Data: [7, 0, 80, 8, 21, 33, 2000, 0, 42, 42]
Robot Data: [10, 2, 82, 9, 21, 33, 2000, 303, 36, 47]
Robot Data: [9, 2, 80, 8, 19, 33, 2000, 606, 34, 64]
