Start Buffer: size=422
FL, LA, RA, FR, dCount, mazeLoc, fwdSpeed, rotSpeed, lVolt, rVolt
Robot Data: [229, 209, 173, 218, 14, 67, 1400, 0, 32, 36]
Robot Data: [246, 220, 190, 231, 14, 67, 1400, 0, 32, 36]
Robot Data: [257, 224, 209, 246, 13, 67, 1400, 0, 36, 39]
Robot Data: [271, 218, 225, 263, 13, 67, 1400, 0, 39, 38]
Robot Data: [283, 217, 244, 281, 14, 67, 1400, 0, 35, 35]
Robot Data: [300, 222, 269, 300, 14, 67, 1180, 0, 20, 20]
Robot Data: [331, 244, 312, 342, 13, 67, 0, -592, 7, 34]
Robot Data: [227, 449, 17, 6, -10, 67, 0, -2664, 45, 42]
Robot Data: [11, 152, 13, 15, -10, 67, -500, 0, 22, 22]
Robot Data: [10, 147, 15, 15, -11, 67, -500, 0, 21, 21]
Robot Data: [10, 148, 21, 15, -10, 67, -500, 0, 19, 16]
Robot Data: [11, 151, 29, 14, -10, 67, -500, 0, 19, 16]
Robot Data: [9, 151, 38, 15, -11, 67, -500, 0, 14, 14]
Robot Data: [10, 150, 47, 14, -10, 67, -500, 0, 17, 17]
Robot Data: [10, 152, 58, 13, -11, 67, -500, 0, 15, 11]
Robot Data: [10, 147, 70, 14, -10, 67, -500, 0, 13, 14]
Robot Data: [9, 145, 73, 13, -10, 67, -500, 0, 17, 17]
Robot Data: [10, 147, 76, 13, -11, 67, -500, 0, 18, 14]
Robot Data: [10, 151, 78, 12, -14, 67, -500, 0, 19, 14]
Robot Data: [9, 148, 76, 13, -10, 67, -500, 0, 15, 18]
Robot Data: [10, 152, 82, 12, -11, 67, -500, 0, 16, 16]
Robot Data: [10, 146, 83, 11, -11, 67, -500, 0, 12, 12]
Robot Data: [9, 144, 81, 11, -10, 67, -500, 0, 19, 12]
Robot Data: [7, 146, 83, 11, -10, 67, -500, 0, 19, 19]
Robot Data: [10, 145, 82, 11, -11, 67, -500, 0, 12, 11]
Robot Data: [8, 129, 97, 9, -12, 67, -500, 0, 45, 7]
Robot Data: [7, 129, 97, 10, -11, 67, -500, 0, 37, 43]
Robot Data: [8, 129, 96, 10, -10, 67, -500, 0, 47, 44]
Robot Data: [9, 128, 96, 10, -11, 67, -500, 0, 48, 47]
Robot Data: [10, 127, 97, 10, -10, 67, -500, 0, 52, 54]
Robot Data: [9, 128, 97, 10, -12, 67, -500, 0, 57, 52]
Robot Data: [9, 127, 97, 9, -13, 67, -500, 0, 50, 48]
Robot Data: [9, 129, 100, 10, -15, 67, -500, 0, 39, 52]
Robot Data: [9, 128, 97, 11, -14, 67, -500, 0, 39, 41]
Robot Data: [9, 127, 97, 10, -12, 67, -500, 0, 44, 40]
Robot Data: [9, 126, 97, 10, -13, 67, -500, 0, 52, 41]
Robot Data: [8, 128, 97, 10, -13, 67, -500, 0, 51, 51]
Robot Data: [8, 128, 99, 9, -14, 67, -500, 0, 55, 42]
Robot Data: [9, 129, 98, 10, -10, 67, -500, 0, 50, 47]
Robot Data: [10, 127, 98, 10, -12, 67, -500, 0, 42, 46]
Robot Data: [10, 127, 97, 9, -10, 67, -500, 0, 51, 43]
Robot Data: [9, 128, 99, 10, -11, 67, -500, 0, 46, 40]
Robot Data: [8, 128, 97, 10, -13, 67, -500, 0, 47, 55]
Robot Data: [10, 131, 102, 10, -10, 67, -500, 0, 48, 47]
Robot Data: [9, 130, 100, 10, -10, 67, -500, 0, 45, 50]
Robot Data: [9, 128, 100, 10, -11, 67, -500, 0, 42, 46]
Robot Data: [10, 127, 97, 9, -14, 67, -500, 0, 35, 42]
Robot Data: [10, 129, 99, 11, -14, 67, -500, 0, 38, 34]
Robot Data: [9, 128, 97, 10, -13, 67, -500, 0, 39, 36]
Robot Data: [8, 128, 98, 10, -11, 67, -500, 0, 39, 35]
Robot Data: [10, 127, 97, 9, -11, 67, -280, 0, 33, 36]
Robot Data: [10, 128, 97, 10, 10, 67, 880, 0, 28, 28]
Robot Data: [9, 129, 94, 10, 17, 67, 1400, 0, 58, 55]
Robot Data: [10, 131, 97, 9, 11, 67, 1400, 0, 50, 47]
Robot Data: [7, 130, 95, 11, 12, 67, 1400, 0, 48, 44]
Robot Data: [7, 131, 96, 11, 13, 67, 1400, 0, 43, 44]
Robot Data: [10, 130, 94, 11, 14, 67, 1400, 0, 40, 40]
Robot Data: [10, 129, 93, 11, 14, 67, 1400, 0, 40, 40]
Robot Data: [10, 127, 91, 11, 14, 67, 1400, 0, 40, 40]
Robot Data: [8, 127, 88, 12, 14, 67, 1400, 0, 40, 40]
Robot Data: [10, 130, 85, 13, 14, 67, 1400, 0, 42, 38]
Robot Data: [10, 129, 73, 14, 15, 67, 1400, 0, 36, 36]
Robot Data: [11, 126, 58, 12, 15, 67, 1400, 0, 34, 37]
Robot Data: [11, 128, 44, 13, 15, 67, 1400, 0, 33, 37]
Robot Data: [14, 120, 26, 14, 15, 67, 1400, 0, 33, 36]
Robot Data: [13, 120, 17, 13, 14, 67, 1400, 0, 38, 37]
Robot Data: [13, 116, 13, 13, 14, 67, 1400, 0, 36, 40]
Robot Data: [14, 107, 9, 15, 15, 67, 1400, 0, 34, 34]
Robot Data: [13, 92, 6, 15, 14, 67, 1400, 0, 35, 39]
Robot Data: [13, 67, 6, 16, 15, 67, 1400, 0, 32, 35]
Robot Data: [15, 39, 6, 16, 14, 67, 1400, 0, 35, 38]
Robot Data: [14, 19, 5, 16, 14, 67, 1400, 0, 37, 36]
Robot Data: [13, 15, 4, 15, 13, 67, 1400, 0, 42, 39]
Robot Data: [15, 9, 4, 18, 14, 67, 1400, 0, 37, 37]
Robot Data: [16, 6, 4, 18, 14, 67, 1400, 0, 39, 35]
Robot Data: [16, 4, 6, 19, 14, 67, 1400, 0, 39, 36]
Robot Data: [18, 2, 6, 20, 15, 67, 1400, 0, 31, 36]
Robot Data: [16, 4, 6, 20, 14, 67, 1400, 0, 35, 38]
Robot Data: [19, 2, 6, 21, 14, 67, 1400, 0, 37, 36]
Robot Data: [21, 4, 6, 22, 14, 67, 1400, 0, 37, 37]
Robot Data: [19, 4, 4, 21, 14, 67, 1400, 0, 35, 39]
Robot Data: [22, 4, 9, 23, 14, 67, 1400, 0, 35, 38]
Robot Data: [22, 3, 6, 23, 14, 67, 1400, 0, 35, 38]
Robot Data: [21, 3, 11, 24, 14, 67, 1400, 0, 35, 38]
Robot Data: [22, 4, 8, 26, 14, 67, 1400, 0, 33, 40]
Robot Data: [25, 4, 8, 25, 14, 67, 1400, 0, 37, 36]
Robot Data: [24, 4, 8, 27, 14, 67, 1400, 0, 39, 35]
Robot Data: [25, 4, 8, 28, 15, 67, 1400, 0, 34, 31]
Robot Data: [27, 4, 9, 30, 14, 67, 1400, 0, 38, 34]
Robot Data: [27, 5, 9, 30, 14, 67, 1400, 0, 38, 34]
Robot Data: [27, 4, 10, 30, 14, 67, 1400, 0, 36, 36]
Robot Data: [28, 6, 8, 32, 14, 67, 1400, 0, 36, 36]
Robot Data: [30, 5, 9, 34, 14, 67, 1400, 0, 36, 36]
Robot Data: [33, 6, 10, 37, 14, 67, 1400, 0, 34, 38]
Robot Data: [33, 6, 11, 36, 14, 67, 1400, 0, 34, 38]
Robot Data: [34, 6, 11, 36, 14, 67, 1400, 0, 34, 38]
Robot Data: [35, 6, 10, 38, 14, 67, 1400, 0, 36, 36]
Robot Data: [39, 7, 12, 39, 13, 67, 1400, 0, 42, 38]
Robot Data: [39, 7, 12, 41, 14, 67, 1400, 0, 36, 37]
Robot Data: [41, 8, 14, 43, 14, 67, 1400, 0, 39, 35]
Robot Data: [41, 8, 14, 44, 13, 67, 1400, 0, 40, 41]
Robot Data: [44, 9, 15, 46, 15, 68, 1400, 0, 31, 35]
Robot Data: [47, 8, 16, 47, 14, 68, 1400, 0, 35, 38]
Robot Data: [48, 8, 16, 49, 14, 68, 1400, 0, 35, 38]
Robot Data: [50, 10, 17, 51, 14, 68, 1400, 0, 37, 36]
Robot Data: [51, 10, 18, 52, 15, 68, 1400, 0, 33, 33]
Robot Data: [58, 11, 19, 56, 14, 68, 1400, 0, 34, 38]
Robot Data: [57, 11, 21, 57, 13, 68, 1400, -133, 44, 36]
Robot Data: [58, 12, 21, 59, 15, 68, 1400, -266, 38, 27]
Robot Data: [58, 14, 24, 60, 13, 68, 1400, -399, 49, 31]
Robot Data: [61, 15, 24, 63, 14, 68, 1400, -532, 49, 24]
Robot Data: [70, 16, 23, 65, 14, 68, 1400, -665, 54, 19]
Robot Data: [70, 16, 22, 64, 14, 68, 1400, -798, 55, 18]
Robot Data: [75, 20, 25, 63, 14, 68, 1400, -931, 57, 16]
Robot Data: [83, 25, 23, 64, 14, 68, 1400, -1064, 57, 17]
Robot Data: [93, 27, 21, 63, 14, 68, 1400, -1197, 57, 16]
Robot Data: [106, 33, 19, 61, 14, 68, 1400, -1330, 61, 13]
Robot Data: [123, 39, 17, 62, 14, 68, 1400, -1463, 58, 15]
Robot Data: [136, 44, 14, 60, 14, 68, 1400, -1596, 60, 13]
Robot Data: [144, 58, 12, 58, 14, 68, 1400, -1729, 64, 9]
Robot Data: [145, 72, 8, 57, 14, 68, 1400, -1850, 65, 8]
Robot Data: [143, 85, 8, 53, 14, 68, 1400, -1850, 63, 10]
Robot Data: [139, 99, 5, 48, 14, 68, 1400, -1850, 61, 12]
Robot Data: [137, 116, 3, 45, 14, 68, 1400, -1850, 56, 17]
Robot Data: [138, 132, 2, 44, 14, 68, 1400, -1850, 51, 22]
Robot Data: [136, 149, 2, 39, 14, 68, 1400, -1850, 54, 20]
Robot Data: [140, 166, 2, 37, 14, 68, 1400, -1850, 55, 18]
Robot Data: [141, 182, 2, 34, 15, 68, 1400, -1850, 51, 14]
Robot Data: [141, 196, 2, 30, 13, 68, 1400, -1850, 58, 22]
Robot Data: [143, 219, 0, 26, 15, 68, 1400, -1850, 51, 14]
Robot Data: [145, 235, 1, 23, 14, 68, 1400, -1850, 56, 16]
Robot Data: [142, 263, 2, 19, 14, 68, 1400, -1850, 56, 16]
Robot Data: [137, 301, 2, 16, 14, 68, 1400, -1850, 58, 14]
Robot Data: [136, 339, 0, 16, 14, 68, 1400, -1850, 60, 12]
Robot Data: [130, 382, 1, 11, 14, 68, 1400, -1850, 58, 15]
Robot Data: [124, 380, 2, 8, 14, 68, 1400, -1850, 56, 16]
Robot Data: [116, 348, 2, 6, 14, 68, 1400, -1850, 56, 16]
Robot Data: [108, 310, 2, 5, 14, 68, 1400, -1850, 56, 16]
Robot Data: [96, 286, 4, 4, 15, 68, 1400, -1850, 52, 12]
Robot Data: [88, 264, 4, 2, 14, 68, 1400, -1850, 54, 17]
Robot Data: [80, 248, 6, 2, 14, 68, 1400, -1850, 54, 17]
Robot Data: [70, 239, 9, 2, 14, 68, 1400, -1850, 56, 15]
Robot Data: [59, 212, 12, 0, 14, 68, 1400, -1850, 56, 15]
Robot Data: [48, 184, 17, 1, 14, 68, 1400, -1850, 58, 13]
Robot Data: [38, 188, 25, 1, 14, 68, 1400, -1850, 57, 14]
Robot Data: [31, 182, 35, 2, 14, 68, 1400, -1717, 55, 16]
Robot Data: [22, 171, 48, 2, 14, 68, 1400, -1584, 48, 23]
Robot Data: [13, 155, 60, 1, 14, 68, 1400, -1451, 45, 26]
Robot Data: [8, 140, 77, 1, 15, 68, 1400, -1318, 40, 24]
Robot Data: [6, 129, 96, 1, 15, 68, 1400, -1185, 34, 29]
Robot Data: [3, 115, 111, 2, 13, 68, 1400, -1052, 40, 37]
Robot Data: [3, 103, 125, 2, 13, 68, 1400, -919, 41, 37]
Robot Data: [2, 96, 137, 2, 14, 68, 1400, -786, 33, 38]
Robot Data: [1, 91, 149, 2, 14, 68, 1400, -653, 30, 41]
Robot Data: [2, 86, 156, 2, 15, 68, 1400, -520, 25, 39]
Robot Data: [3, 85, 164, 2, 13, 68, 1400, -387, 36, 42]
Robot Data: [2, 83, 167, 2, 15, 68, 1400, -254, 28, 35]
Robot Data: [2, 83, 168, 3, 14, 68, 1400, -121, 30, 40]
Robot Data: [1, 82, 168, 2, 14, 68, 1400, 0, 30, 40]
Robot Data: [1, 83, 167, 1, 14, 68, 1400, 0, 32, 38]
Robot Data: [1, 86, 167, 2, 13, 84, 1400, 0, 34, 44]
Robot Data: [2, 85, 163, 2, 14, 84, 1400, 0, 29, 42]
Robot Data: [3, 88, 160, 2, 14, 84, 1400, 0, 27, 44]
Robot Data: [1, 89, 154, 1, 14, 84, 1400, 0, 33, 38]
Robot Data: [3, 94, 146, 2, 14, 84, 1400, 0, 34, 37]
Robot Data: [2, 96, 144, 2, 14, 84, 1400, 0, 38, 33]
Robot Data: [2, 95, 136, 2, 13, 84, 1400, 0, 43, 36]
Robot Data: [2, 98, 135, 2, 14, 84, 1400, 0, 39, 33]
Robot Data: [2, 96, 133, 2, 14, 84, 1400, 0, 36, 37]
Robot Data: [2, 98, 134, 2, 14, 84, 1400, 0, 36, 36]
Robot Data: [1, 99, 137, 3, 14, 84, 1400, 0, 34, 38]
Robot Data: [2, 97, 132, 3, 15, 84, 1400, 0, 29, 36]
Robot Data: [2, 97, 133, 2, 13, 84, 1400, 0, 36, 43]
Robot Data: [1, 98, 131, 2, 14, 84, 1400, 0, 35, 37]
Robot Data: [2, 100, 129, 2, 14, 84, 1400, 0, 34, 38]
Robot Data: [2, 100, 127, 2, 13, 84, 1400, 0, 40, 40]
Robot Data: [3, 103, 125, 2, 14, 84, 1400, 0, 39, 35]
Robot Data: [4, 104, 127, 3, 14, 84, 1400, 0, 40, 33]
Robot Data: [3, 103, 125, 2, 14, 84, 1400, 0, 38, 35]
Robot Data: [1, 104, 125, 3, 14, 84, 1400, 0, 36, 37]
Robot Data: [2, 105, 126, 3, 14, 84, 1400, 0, 35, 39]
Robot Data: [2, 104, 126, 3, 14, 84, 1400, 0, 33, 40]
Robot Data: [3, 100, 125, 3, 14, 84, 1400, 0, 35, 38]
Robot Data: [2, 102, 125, 3, 14, 84, 1400, 0, 35, 38]
Robot Data: [2, 103, 122, 3, 15, 84, 1400, 0, 31, 34]
Robot Data: [4, 104, 121, 2, 14, 84, 1400, 0, 34, 38]
Robot Data: [3, 106, 122, 4, 14, 84, 1400, 0, 34, 38]
Robot Data: [4, 104, 119, 2, 14, 84, 1400, 0, 36, 36]
Robot Data: [4, 107, 117, 3, 14, 84, 1400, 0, 34, 38]
Robot Data: [1, 106, 115, 3, 14, 84, 1400, 0, 38, 34]
Robot Data: [3, 109, 113, 3, 14, 84, 1400, 0, 38, 34]
Robot Data: [2, 110, 111, 3, 14, 84, 1400, 0, 40, 32]
Robot Data: [2, 108, 108, 3, 14, 84, 1400, 0, 39, 33]
Robot Data: [3, 107, 108, 3, 13, 84, 1400, 0, 41, 39]
Robot Data: [5, 106, 105, 3, 14, 84, 1400, 0, 38, 35]
Robot Data: [3, 106, 102, 2, 14, 84, 1400, 0, 38, 35]
Robot Data: [3, 102, 90, 4, 15, 84, 1400, 0, 32, 33]
Robot Data: [3, 97, 75, 3, 14, 84, 1400, 0, 38, 34]
Robot Data: [2, 100, 63, 4, 14, 84, 1400, 0, 42, 31]
Robot Data: [4, 94, 45, 4, 15, 84, 1400, 0, 33, 31]
Robot Data: [3, 91, 29, 3, 14, 84, 1400, 0, 31, 40]
Robot Data: [4, 86, 21, 3, 14, 84, 1400, 0, 32, 39]
Robot Data: [1, 86, 17, 4, 14, 84, 1400, 0, 32, 39]
Robot Data: [3, 89, 13, 3, 13, 84, 1400, 0, 38, 41]
Robot Data: [3, 90, 11, 3, 14, 84, 1400, 0, 32, 40]
Robot Data: [3, 95, 8, 3, 14, 84, 1400, 0, 35, 37]
Robot Data: [4, 96, 6, 3, 15, 84, 1400, 0, 31, 34]
Robot Data: [4, 96, 6, 3, 13, 84, 1400, 0, 40, 39]
Robot Data: [3, 96, 6, 3, 14, 84, 1400, 0, 36, 36]
Robot Data: [3, 100, 7, 4, 14, 84, 1400, 0, 40, 32]
Robot Data: [1, 99, 6, 3, 14, 84, 1400, 0, 39, 33]
Robot Data: [5, 100, 6, 5, 14, 84, 1400, 0, 39, 33]
Robot Data: [3, 100, 5, 4, 14, 84, 1400, 0, 37, 35]
Robot Data: [2, 97, 7, 4, 14, 84, 1400, 0, 36, 36]
Robot Data: [2, 96, 5, 4, 14, 84, 1400, 0, 32, 40]
Robot Data: [4, 96, 7, 5, 14, 84, 1400, 0, 33, 39]
Robot Data: [4, 98, 6, 4, 14, 84, 1400, 0, 33, 39]
Robot Data: [3, 96, 7, 4, 14, 84, 1400, 0, 35, 37]
Robot Data: [3, 95, 6, 4, 14, 84, 1400, 0, 34, 38]
Robot Data: [5, 99, 7, 5, 14, 84, 1400, 0, 36, 36]
Robot Data: [4, 102, 7, 4, 14, 84, 1400, 0, 38, 34]
Robot Data: [4, 102, 6, 5, 14, 84, 1400, 0, 42, 31]
Robot Data: [3, 100, 7, 6, 14, 84, 1400, 0, 41, 31]
Robot Data: [2, 98, 8, 5, 14, 84, 1400, 0, 37, 35]
Robot Data: [4, 96, 8, 5, 14, 84, 1400, 0, 36, 36]
Robot Data: [4, 98, 8, 5, 14, 84, 1400, 0, 32, 40]
Robot Data: [4, 96, 9, 5, 14, 84, 1400, 0, 31, 41]
Robot Data: [3, 95, 7, 7, 14, 84, 1400, 0, 31, 41]
Robot Data: [4, 96, 8, 5, 14, 84, 1400, 0, 31, 41]
Robot Data: [4, 97, 9, 6, 14, 84, 1400, 0, 33, 39]
Robot Data: [4, 99, 9, 6, 14, 84, 1400, 0, 37, 36]
Robot Data: [4, 104, 10, 6, 14, 84, 1400, 0, 42, 30]
Robot Data: [5, 104, 7, 6, 14, 100, 1400, 0, 43, 29]
Robot Data: [5, 105, 11, 6, 14, 100, 1400, 0, 41, 31]
Robot Data: [5, 102, 11, 7, 14, 100, 1400, 0, 39, 33]
Robot Data: [4, 100, 11, 7, 14, 100, 1400, 0, 36, 37]
Robot Data: [5, 100, 11, 8, 14, 100, 1400, 0, 34, 38]
Robot Data: [4, 96, 12, 6, 14, 100, 1400, 0, 34, 38]
Robot Data: [6, 97, 13, 6, 14, 100, 1400, 0, 32, 40]
Robot Data: [6, 97, 12, 6, 15, 100, 1400, 0, 29, 36]
Robot Data: [5, 101, 15, 7, 14, 100, 1400, 0, 32, 39]
Robot Data: [7, 100, 15, 6, 14, 100, 1400, 0, 36, 35]
Robot Data: [6, 100, 15, 8, 14, 100, 1400, -133, 39, 32]
Robot Data: [7, 96, 16, 8, 14, 100, 1400, -266, 41, 30]
Robot Data: [6, 101, 18, 8, 14, 100, 1400, -399, 44, 27]
Robot Data: [7, 97, 18, 8, 14, 100, 1400, -532, 50, 21]
Robot Data: [8, 97, 21, 8, 14, 100, 1400, -665, 53, 18]
Robot Data: [8, 95, 22, 8, 13, 100, 1400, -798, 58, 21]
Robot Data: [11, 91, 19, 8, 14, 100, 1400, -931, 56, 16]
Robot Data: [11, 81, 20, 6, 15, 100, 1400, -1064, 52, 12]
Robot Data: [13, 70, 17, 6, 14, 100, 1400, -1197, 58, 13]
Robot Data: [12, 59, 14, 6, 14, 100, 1400, -1330, 59, 12]
Robot Data: [12, 51, 13, 5, 14, 100, 1400, -1463, 59, 12]
Robot Data: [14, 42, 11, 7, 14, 100, 1400, -1596, 59, 12]
Robot Data: [13, 34, 10, 10, 14, 100, 1400, -1729, 61, 10]
Robot Data: [13, 25, 8, 19, 14, 100, 1400, -1850, 61, 10]
Robot Data: [12, 19, 10, 34, 14, 100, 1400, -1850, 61, 10]
Robot Data: [9, 13, 12, 38, 14, 100, 1400, -1850, 57, 14]
Robot Data: [10, 10, 18, 42, 14, 100, 1400, -1850, 55, 16]
Robot Data: [10, 6, 17, 41, 14, 100, 1400, -1850, 54, 17]
Robot Data: [7, 7, 17, 37, 15, 100, 1400, -1850, 50, 13]
Robot Data: [8, 10, 17, 35, 14, 100, 1400, -1850, 53, 17]
Robot Data: [7, 10, 20, 31, 14, 100, 1400, -1850, 53, 17]
Robot Data: [5, 10, 24, 25, 13, 100, 1400, -1850, 59, 18]
Robot Data: [8, 9, 27, 25, 15, 100, 1400, -1850, 52, 12]
Robot Data: [5, 9, 33, 18, 13, 100, 1400, -1850, 61, 17]
Robot Data: [6, 10, 36, 17, 14, 100, 1400, -1850, 55, 16]
Robot Data: [4, 13, 36, 14, 14, 100, 1400, -1850, 58, 13]
Robot Data: [5, 15, 33, 12, 14, 100, 1400, -1850, 57, 14]
Robot Data: [5, 17, 28, 11, 14, 100, 1400, -1850, 55, 16]
Robot Data: [9, 18, 28, 10, 14, 100, 1400, -1850, 54, 17]
Robot Data: [46, 18, 26, 12, 15, 100, 1400, -1850, 50, 13]
Robot Data: [91, 15, 27, 15, 14, 100, 1400, -1850, 55, 15]
Robot Data: [91, 11, 27, 16, 14, 100, 1400, -1850, 55, 15]
Robot Data: [82, 12, 31, 17, 15, 100, 1400, -1850, 51, 11]
Robot Data: [77, 18, 33, 17, 14, 100, 1400, -1850, 55, 14]
Robot Data: [69, 94, 28, 17, 13, 100, 1400, -1850, 56, 20]
Robot Data: [56, 167, 21, 19, 15, 100, 1400, -1850, 50, 13]
Robot Data: [48, 173, 23, 21, 14, 100, 1400, -1850, 57, 12]
Robot Data: [38, 188, 26, 25, 14, 100, 1400, -1850, 56, 13]
Robot Data: [31, 181, 34, 27, 14, 100, 1400, -1717, 54, 15]
Robot Data: [18, 165, 43, 27, 14, 100, 1400, -1584, 49, 20]
Robot Data: [15, 152, 57, 31, 14, 100, 1400, -1451, 42, 27]
Robot Data: [14, 134, 69, 37, 14, 100, 1400, -1318, 39, 30]
Robot Data: [16, 121, 84, 36, 14, 100, 1400, -1185, 39, 29]
Robot Data: [28, 109, 100, 37, 14, 100, 1400, -1052, 36, 33]
Robot Data: [34, 99, 108, 37, 14, 100, 1400, -919, 34, 35]
Robot Data: [37, 95, 119, 37, 14, 100, 1400, -786, 31, 38]
Robot Data: [38, 90, 129, 35, 14, 100, 1400, -653, 31, 38]
Robot Data: [37, 84, 134, 35, 13, 100, 1400, -520, 35, 42]
Robot Data: [40, 82, 141, 37, 14, 100, 1400, -387, 30, 40]
Robot Data: [42, 81, 144, 39, 14, 100, 1400, -254, 30, 40]
Robot Data: [43, 79, 144, 38, 14, 100, 1400, -121, 30, 40]
Robot Data: [42, 79, 144, 39, 14, 100, 1400, 0, 30, 40]
Robot Data: [43, 82, 145, 40, 13, 100, 1400, 0, 36, 42]
Robot Data: [49, 81, 145, 45, 14, 99, 1400, 0, 34, 37]
Robot Data: [50, 83, 141, 46, 15, 99, 1400, 0, 30, 33]
Robot Data: [50, 87, 140, 47, 14, 99, 1400, 0, 35, 35]
Robot Data: [49, 84, 134, 48, 14, 99, 1400, 0, 35, 35]
Robot Data: [54, 86, 133, 52, 14, 99, 1400, 0, 35, 35]
Robot Data: [54, 86, 133, 53, 14, 99, 1400, 0, 37, 33]
Robot Data: [57, 89, 134, 55, 13, 99, 1400, 0, 42, 35]
Robot Data: [57, 90, 133, 57, 14, 99, 1400, 0, 37, 34]
Robot Data: [59, 89, 135, 57, 13, 99, 1400, 0, 43, 36]
Robot Data: [60, 88, 134, 60, 15, 99, 1400, 0, 32, 33]
Robot Data: [65, 86, 135, 63, 14, 99, 1400, 0, 34, 37]
Robot Data: [66, 87, 136, 66, 14, 99, 1400, 0, 34, 37]
Robot Data: [68, 88, 137, 68, 14, 99, 1400, 0, 34, 37]
Robot Data: [70, 89, 139, 71, 14, 99, 1400, 0, 32, 39]
Robot Data: [77, 88, 138, 73, 14, 99, 1400, 0, 32, 39]
Robot Data: [78, 89, 137, 77, 14, 99, 1400, 0, 36, 35]
Robot Data: [82, 92, 138, 82, 13, 99, 1400, 0, 41, 37]
Robot Data: [80, 91, 137, 84, 14, 99, 1400, 0, 40, 32]
Robot Data: [88, 91, 135, 89, 14, 99, 1400, 0, 36, 37]
Robot Data: [90, 91, 135, 92, 15, 99, 1400, 0, 32, 32]
Robot Data: [96, 95, 139, 97, 14, 99, 1400, 0, 36, 36]
Robot Data: [99, 92, 138, 100, 14, 99, 1400, 0, 36, 36]
Robot Data: [103, 93, 140, 105, 14, 99, 1400, 0, 36, 36]
Robot Data: [110, 92, 142, 109, 14, 99, 1400, 0, 36, 36]
Robot Data: [111, 95, 145, 113, 14, 99, 1400, 0, 36, 36]
Robot Data: [120, 96, 148, 118, 14, 99, 1400, 0, 36, 36]
Robot Data: [126, 97, 151, 124, 14, 99, 1400, 0, 32, 39]
Robot Data: [133, 98, 157, 130, 14, 99, 1400, 0, 34, 37]
Robot Data: [140, 105, 166, 136, 14, 99, 1400, 0, 34, 37]
Robot Data: [145, 112, 176, 140, 14, 99, 1400, 0, 34, 37]
Robot Data: [147, 117, 185, 148, 14, 99, 1400, 0, 34, 37]
Robot Data: [154, 122, 190, 156, 14, 99, 1400, 0, 34, 37]
Robot Data: [159, 132, 200, 166, 14, 99, 1400, 0, 38, 33]
Robot Data: [170, 134, 204, 176, 14, 99, 1400, 0, 39, 32]
Robot Data: [178, 139, 215, 186, 13, 99, 1400, 0, 41, 38]
Robot Data: [188, 144, 217, 197, 14, 99, 1400, 0, 38, 34]
Robot Data: [202, 143, 217, 209, 14, 99, 1400, 0, 36, 36]
Robot Data: [212, 138, 214, 221, 14, 99, 1400, 0, 32, 40]
Robot Data: [226, 146, 221, 235, 14, 99, 1400, 0, 35, 37]
Robot Data: [238, 149, 233, 251, 14, 99, 1400, 0, 34, 38]
Robot Data: [251, 160, 242, 270, 14, 99, 1400, 0, 36, 36]
Robot Data: [267, 177, 267, 289, 14, 99, 1400, 0, 36, 36]
Robot Data: [280, 192, 290, 311, 14, 99, 1400, 0, 38, 34]
Robot Data: [304, 218, 323, 343, 14, 99, 0, 0, 56, 56]
End Buffer
Start Buffer: size=827
FL, LA, RA, FR, dCount, mazeLoc, fwdSpeed, rotSpeed, lVolt, rVolt
Robot Data: [307, 261, 664, 159, -10, 99, 0, -2664, 27, 24]
Robot Data: [245, 195, 250, 289, -10, 99, -500, 0, 28, 24]
Robot Data: [237, 199, 233, 276, -13, 99, -500, 0, 17, 17]
Robot Data: [223, 206, 221, 259, -14, 99, -500, 0, 16, 20]
Robot Data: [213, 200, 204, 250, -10, 99, -500, 0, 18, 18]
Robot Data: [209, 196, 192, 238, -10, 99, -500, 0, 20, 16]
Robot Data: [202, 197, 177, 226, -10, 99, -500, 0, 17, 18]
Robot Data: [192, 193, 166, 217, -10, 99, -500, 0, 18, 18]
Robot Data: [184, 186, 156, 208, -10, 99, -500, 0, 21, 21]
Robot Data: [175, 183, 147, 199, -11, 99, -500, 0, 17, 17]
Robot Data: [171, 174, 136, 193, -10, 99, -500, 0, 19, 15]
Robot Data: [166, 165, 128, 186, -10, 99, -500, 0, 20, 20]
Robot Data: [159, 158, 120, 179, -10, 99, -500, 0, 17, 17]
Robot Data: [155, 156, 114, 172, -10, 99, -500, 0, 17, 17]
Robot Data: [148, 155, 110, 166, -11, 99, -500, 0, 15, 12]
Robot Data: [145, 151, 97, 159, -14, 99, -500, 0, 18, 17]
Robot Data: [139, 150, 90, 152, -11, 99, -500, 0, 13, 20]
Robot Data: [137, 148, 84, 147, -10, 99, -500, 0, 19, 14]
Robot Data: [131, 148, 78, 141, -11, 99, -500, 0, 15, 17]
Robot Data: [127, 147, 72, 137, -10, 99, -500, 0, 16, 16]
Robot Data: [123, 148, 67, 135, -10, 99, -500, 0, 14, 18]
Robot Data: [119, 144, 62, 132, -10, 99, -500, 0, 18, 14]
Robot Data: [118, 146, 56, 128, -14, 99, -500, 0, 17, 16]
Robot Data: [112, 146, 47, 122, -14, 99, -500, 0, 18, 17]
Robot Data: [107, 141, 36, 117, -10, 99, -500, 0, 21, 20]
Robot Data: [106, 142, 29, 116, -11, 99, -500, 0, 20, 13]
