Start Buffer: size=822
FL, LA, RA, FR, dCount, mazeLoc, fwdSpeed, rotSpeed, lVolt, rVolt, cte, steerAdj, loopTick
Robot Data: [108, 133, 1, 26, 20, 5, 2000, -3108, 75, 20, 0, 0, 3131]
Robot Data: [105, 155, 1, 20, 20, 5, 2000, -3108, 76, 19, 0, 0, 3132]
Robot Data: [100, 183, 1, 15, 20, 5, 2000, -3108, 76, 19, 0, 0, 3133]
Robot Data: [92, 226, 1, 10, 20, 5, 2000, -3108, 74, 21, 0, 0, 3134]
Robot Data: [83, 248, 1, 8, 20, 5, 2000, -3108, 75, 21, 0, 0, 3135]
Robot Data: [74, 219, 2, 5, 20, 5, 2000, -3108, 82, 13, 0, 0, 3136]
Robot Data: [68, 192, 4, 4, 21, 5, 2000, -3108, 79, 8, 0, 0, 3137]
Robot Data: [55, 174, 8, 1, 20, 5, 2000, -3108, 84, 10, 0, 0, 3138]
Robot Data: [44, 156, 13, 1, 19, 5, 2000, -3108, 84, 18, 0, 0, 3139]
Robot Data: [31, 126, 23, 1, 20, 5, 2000, -2805, 77, 18, 0, 0, 3140]
Robot Data: [19, 124, 49, 1, 21, 5, 2000, -2502, 66, 22, 0, 0, 3141]
Robot Data: [10, 110, 80, 0, 21, 5, 2000, -2199, 53, 34, 0, 0, 3142]
Robot Data: [5, 95, 119, 0, 20, 5, 2000, -1896, 47, 47, 0, 0, 3143]
Robot Data: [3, 81, 163, 1, 20, 5, 2000, -1593, 43, 51, 0, 0, 3144]
Robot Data: [2, 70, 194, 1, 21, 5, 2000, -1290, 28, 58, 0, 0, 3145]
Robot Data: [2, 63, 219, 1, 20, 5, 2000, -987, 31, 61, 0, 0, 3146]
Robot Data: [2, 60, 231, 1, 20, 5, 2000, -684, 31, 61, 0, 0, 3147]
Robot Data: [2, 56, 235, 1, 20, 5, 2000, -381, 37, 55, 0, 0, 3148]
Robot Data: [1, 57, 237, 1, 20, 5, 2000, -78, 36, 56, 0, 0, 3149]
Robot Data: [2, 58, 232, 1, 20, 5, 2000, 0, 40, 52, 0, 0, 3150]
Robot Data: [1, 62, 225, 1, 20, 5, 2000, 0, 43, 49, 0, 0, 3151]
Robot Data: [0, 64, 217, 1, 20, 21, 2280, 0, 54, 61, 153, 4, 3152]
Robot Data: [2, 67, 207, 1, 21, 21, 2560, 0, 63, 77, 140, 4, 3153]
Robot Data: [2, 68, 197, 1, 22, 21, 2840, 0, 77, 90, 129, 3, 3154]
Robot Data: [2, 71, 183, 1, 23, 21, 3120, 0, 96, 101, 112, 3, 3155]
Robot Data: [2, 76, 176, 1, 27, 21, 3400, 0, 103, 102, 100, 2, 3156]
Robot Data: [2, 78, 164, 1, 30, 21, 3680, 0, 110, 103, 86, 2, 3157]
Robot Data: [3, 80, 154, 2, 32, 21, 3960, 0, 123, 112, 74, 2, 3158]
Robot Data: [4, 83, 148, 0, 36, 21, 4240, 0, 126, 116, 65, 1, 3159]
Robot Data: [2, 86, 145, 1, 40, 21, 4520, 0, 127, 121, 59, 1, 3160]
Robot Data: [2, 88, 140, 1, 41, 21, 4800, 0, 138, 139, 52, 1, 3161]
Robot Data: [3, 88, 135, 0, 46, 21, 5080, 0, 134, 134, 47, 1, 3162]
Robot Data: [2, 90, 135, 0, 49, 21, 5360, 0, 138, 142, 45, 1, 3163]
Robot Data: [2, 91, 132, 0, 54, 21, 5640, 0, 134, 142, 41, 1, 3164]
Robot Data: [2, 92, 132, 1, 53, 21, 5920, 0, 157, 160, 40, 1, 3165]
Robot Data: [3, 95, 128, 0, 53, 21, 6200, 0, 177, 177, 33, 0, 3166]
Robot Data: [3, 95, 124, 1, 59, 21, 6480, 0, 170, 170, 29, 0, 3167]
Robot Data: [3, 91, 128, 0, 62, 21, 6760, 0, 173, 181, 37, 1, 3168]
Robot Data: [3, 86, 129, 1, 64, 21, 7040, 0, 182, 192, 43, 1, 3169]
Robot Data: [3, 92, 132, 0, 70, 21, 7320, 0, 181, 183, 40, 1, 3170]
Robot Data: [2, 92, 129, 1, 70, 21, 7600, 0, 201, 197, 37, 1, 3171]
Robot Data: [1, 96, 129, 1, 71, 21, 7880, 0, 214, 207, 33, 0, 3172]
Robot Data: [1, 96, 124, 0, 76, 21, 8160, 0, 213, 207, 28, 0, 3173]
Robot Data: [1, 93, 123, 0, 80, 21, 8440, 0, 212, 213, 30, 0, 3174]
Robot Data: [3, 95, 127, 0, 81, 21, 8720, 0, 220, 232, 32, 0, 3175]
Robot Data: [3, 92, 127, 0, 86, 21, 9000, 0, 222, 228, 35, 1, 3176]
Robot Data: [3, 90, 125, 0, 89, 21, 9280, 0, 224, 231, 35, 1, 3177]
Robot Data: [1, 90, 139, 1, 93, 21, 9560, 0, 235, 222, 49, 1, 3178]
Robot Data: [0, 85, 141, 1, 90, 21, 9840, 0, 250, 250, 56, 1, 3179]
Robot Data: [3, 83, 145, 1, 95, 21, 10120, 0, 250, 250, 62, 1, 3180]
Robot Data: [2, 78, 147, 1, 97, 21, 10400, 0, 250, 250, 69, 2, 3181]
Robot Data: [1, 69, 141, 1, 100, 21, 10680, 0, 250, 250, 72, 2, 3182]
Robot Data: [0, 77, 137, 0, 102, 21, 10900, 0, 250, 250, 60, 1, 3183]
Robot Data: [0, 76, 157, 0, 106, 21, 10900, 0, 250, 250, 81, 2, 3184]
Robot Data: [0, 68, 165, 1, 105, 21, 10900, 0, 250, 250, 97, 2, 3185]
Robot Data: [1, 66, 176, 0, 107, 21, 10900, 0, 250, 250, 110, 3, 3186]
Robot Data: [1, 61, 187, 1, 108, 21, 10900, 0, 248, 250, 126, 3, 3187]
Robot Data: [2, 56, 198, 2, 107, 21, 10900, 0, 244, 250, 142, 4, 3188]
Robot Data: [3, 51, 215, 3, 109, 21, 10900, 0, 235, 250, 164, 4, 3189]
Robot Data: [1, 44, 225, 3, 107, 21, 10900, 0, 237, 250, 181, 5, 3190]
Robot Data: [1, 43, 229, 3, 108, 21, 10900, 0, 225, 250, 186, 5, 3191]
Robot Data: [1, 42, 236, 4, 109, 21, 10900, 0, 218, 250, 194, 5, 3192]
Robot Data: [1, 44, 236, 3, 108, 21, 10900, 0, 220, 250, 192, 5, 3193]
Robot Data: [0, 42, 274, 3, 108, 21, 10900, 0, 221, 250, 232, 7, 3194]
Robot Data: [0, 42, 279, 3, 108, 21, 10900, 0, 220, 250, 237, 7, 3195]
Robot Data: [1, 44, 283, 3, 109, 21, 10900, 0, 219, 250, 239, 7, 3196]
Robot Data: [1, 44, 283, 2, 109, 21, 10900, 0, 220, 250, 239, 7, 3197]
Robot Data: [1, 45, 279, 3, 109, 21, 10900, 0, 220, 250, 234, 7, 3198]
Robot Data: [1, 46, 264, 2, 109, 21, 10900, 0, 226, 250, 218, 6, 3199]
Robot Data: [1, 51, 254, 2, 110, 21, 10900, 0, 227, 250, 203, 6, 3200]
Robot Data: [1, 56, 235, 1, 109, 21, 10900, 0, 237, 250, 179, 5, 3201]
Robot Data: [2, 62, 227, 1, 111, 21, 10900, 0, 234, 250, 165, 4, 3202]
Robot Data: [1, 69, 216, 1, 111, 21, 10900, 0, 236, 250, 147, 4, 3203]
Robot Data: [4, 72, 207, 1, 112, 21, 10900, 0, 237, 250, 135, 4, 3204]
Robot Data: [1, 76, 188, 1, 112, 21, 10900, 0, 242, 250, 112, 3, 3205]
Robot Data: [2, 83, 168, 1, 112, 21, 10900, 0, 243, 250, 85, 2, 3206]
Robot Data: [3, 88, 149, 1, 113, 21, 10900, 0, 247, 244, 61, 1, 3207]
Robot Data: [5, 94, 130, 1, 114, 21, 10900, 0, 241, 237, 36, 1, 3208]
Robot Data: [6, 102, 115, 1, 114, 21, 10900, 0, 242, 231, 13, 0, 3209]
Robot Data: [7, 110, 105, 0, 114, 21, 10900, 0, 240, 227, -5, -1, 3210]
Robot Data: [7, 117, 86, 1, 112, 21, 10620, 0, 234, 213, -31, -1, 3211]
Robot Data: [9, 127, 82, 2, 111, 21, 10340, 0, 222, 194, -45, -2, 3212]
Robot Data: [10, 140, 76, 2, 109, 21, 10060, 0, 208, 185, -64, -2, 3213]
Robot Data: [10, 149, 70, 2, 107, 21, 9780, 0, 192, 176, -79, -3, 3214]
Robot Data: [12, 161, 70, 2, 104, 21, 9500, 0, 185, 172, -91, -3, 3215]
Robot Data: [9, 167, 62, 2, 101, 21, 9220, 0, 175, 165, -105, -4, 3216]
Robot Data: [12, 175, 58, 3, 98, 21, 8940, 0, 166, 156, -117, -4, 3217]
Robot Data: [13, 189, 61, 4, 96, 21, 8660, 0, 154, 144, -128, -4, 3218]
Robot Data: [13, 198, 53, 3, 91, 21, 8380, 0, 152, 142, -145, -5, 3219]
Robot Data: [14, 213, 54, 4, 87, 21, 8100, 0, 150, 144, -159, -5, 3220]
Robot Data: [15, 223, 53, 4, 86, 21, 7820, 0, 139, 125, -170, -6, 3221]
Robot Data: [18, 210, 49, 4, 83, 21, 7540, 0, 135, 113, -220, -7, 3222]
Robot Data: [19, 216, 45, 5, 81, 21, 7260, 0, 124, 100, -232, -7, 3223]
Robot Data: [19, 236, 50, 5, 75, 21, 6980, 0, 131, 99, -256, -9, 3224]
Robot Data: [22, 246, 45, 7, 72, 21, 6700, 0, 127, 97, -256, -9, 3225]
Robot Data: [21, 255, 44, 7, 69, 21, 6420, 0, 119, 92, -256, -10, 3226]
Robot Data: [24, 264, 43, 8, 66, 21, 6140, 0, 107, 92, -256, -10, 3227]
Robot Data: [26, 273, 41, 9, 63, 21, 5860, 0, 97, 88, -256, -11, 3228]
Robot Data: [26, 279, 39, 10, 61, 21, 5580, 0, 91, 73, -256, -11, 3229]
Robot Data: [28, 279, 31, 12, 59, 21, 5300, 0, 88, 63, -256, -11, 3230]
Robot Data: [29, 281, 14, 12, 54, 21, 5020, 0, 74, 78, -1, 0, 3231]
Robot Data: [29, 280, 7, 15, 52, 21, 4740, 0, 55, 78, -1, -1, 3232]
Robot Data: [30, 278, 5, 12, 47, 21, 4460, 0, 58, 78, -1, -1, 3233]
Robot Data: [34, 284, 4, 16, 46, 21, 4180, 0, 48, 61, -1, -1, 3234]
Robot Data: [38, 286, 5, 17, 42, 21, 3900, 0, 61, 51, -1, -1, 3235]
Robot Data: [44, 287, 5, 20, 41, 21, 3620, 0, 52, 34, -1, -1, 3236]
Robot Data: [46, 263, 4, 22, 37, 21, 3340, 0, 47, 34, -1, -1, 3237]
Robot Data: [43, 304, 6, 25, 34, 21, 3060, 0, 35, 34, -1, -1, 3238]
Robot Data: [44, 311, 7, 27, 30, 21, 2780, 0, 30, 35, -1, -1, 3239]
Robot Data: [41, 315, 7, 29, 27, 21, 2500, 0, 29, 33, -1, -1, 3240]
Robot Data: [41, 320, 8, 31, 26, 21, 2220, 0, 19, 18, -1, -1, 3241]
Robot Data: [41, 318, 9, 33, 23, 21, 2000, 0, 17, 17, -1, -1, 3242]
Robot Data: [43, 313, 8, 34, 20, 21, 2000, 0, 29, 25, -1, -1, 3243]
Robot Data: [45, 316, 8, 37, 19, 21, 2000, 0, 33, 29, -1, -1, 3244]
Robot Data: [45, 317, 10, 38, 19, 133, 2000, 0, 31, 32, 0, 0, 3245]
Robot Data: [42, 313, 9, 38, 19, 133, 2000, 0, 32, 32, 0, 0, 3246]
Robot Data: [38, 310, 11, 39, 17, 133, 2000, 0, 39, 43, 0, 0, 3247]
Robot Data: [43, 313, 11, 41, 17, 133, 2000, 0, 41, 44, 0, 0, 3248]
Robot Data: [41, 309, 12, 42, 18, 133, 2000, 0, 40, 40, 0, 0, 3249]
Robot Data: [42, 311, 13, 44, 18, 133, 2000, 0, 41, 41, 0, 0, 3250]
Robot Data: [42, 311, 13, 46, 18, 133, 2000, 0, 42, 42, 0, 0, 3251]
Robot Data: [45, 314, 15, 48, 17, 133, 2000, 0, 47, 47, 0, 0, 3252]
Robot Data: [46, 312, 18, 51, 18, 133, 2000, 0, 45, 45, 0, 0, 3253]
Robot Data: [45, 308, 16, 52, 17, 133, 2000, 0, 52, 48, 0, 0, 3254]
Robot Data: [45, 310, 18, 56, 19, 133, 2000, 0, 42, 46, 0, 0, 3255]
Robot Data: [45, 309, 19, 58, 18, 133, 2000, 0, 49, 48, 0, 0, 3256]
Robot Data: [48, 308, 22, 63, 20, 133, 2000, -303, 47, 36, 0, 0, 3257]
Robot Data: [48, 306, 24, 64, 19, 133, 2000, -606, 62, 29, 0, 0, 3258]
Robot Data: [50, 309, 27, 68, 19, 133, 2000, -909, 71, 21, 0, 0, 3259]
Robot Data: [51, 306, 26, 72, 18, 133, 2000, -1212, 84, 17, 0, 0, 3260]
Robot Data: [54, 298, 25, 70, 19, 133, 2000, -1515, 87, 8, 0, 0, 3261]
Robot Data: [85, 278, 23, 68, 20, 133, 2000, -1818, 87, 2, 0, 0, 3262]
Robot Data: [132, 241, 19, 64, 20, 133, 2000, -2121, 88, 1, 0, 0, 3263]
Robot Data: [141, 187, 16, 61, 19, 133, 2000, -2424, 88, 9, 0, 0, 3264]
Robot Data: [139, 125, 10, 56, 19, 133, 2000, -2727, 87, 11, 0, 0, 3265]
Robot Data: [133, 89, 6, 51, 20, 133, 2000, -3030, 88, 3, 0, 0, 3266]
Robot Data: [130, 136, 4, 48, 19, 133, 2000, -3108, 87, 11, 0, 0, 3267]
Robot Data: [124, 130, 2, 40, 19, 133, 2000, -3108, 92, 8, 0, 0, 3268]
Robot Data: [126, 142, 1, 35, 21, 133, 2000, -3108, 85, 1, 0, 0, 3269]
Robot Data: [130, 162, 0, 31, 20, 133, 2000, -3108, 82, 10, 0, 0, 3270]
Robot Data: [129, 190, 0, 24, 20, 133, 2000, -3108, 81, 11, 0, 0, 3271]
Robot Data: [123, 224, 1, 18, 20, 133, 2000, -3108, 77, 15, 0, 0, 3272]
Robot Data: [116, 273, 0, 12, 20, 133, 2000, -3108, 74, 18, 0, 0, 3273]
Robot Data: [106, 300, 0, 7, 20, 133, 2000, -3108, 73, 20, 0, 0, 3274]
Robot Data: [94, 277, 2, 6, 21, 133, 2000, -3108, 73, 11, 0, 0, 3275]
Robot Data: [80, 237, 4, 3, 20, 133, 2000, -3108, 76, 15, 0, 0, 3276]
Robot Data: [68, 211, 6, 2, 20, 133, 2000, -3108, 78, 13, 0, 0, 3277]
Robot Data: [54, 190, 10, 1, 20, 133, 2000, -3108, 81, 10, 0, 0, 3278]
Robot Data: [37, 175, 28, 0, 20, 133, 2000, -2805, 75, 17, 0, 0, 3279]
Robot Data: [25, 153, 49, 1, 20, 133, 2000, -2502, 64, 27, 0, 0, 3280]
Robot Data: [12, 125, 74, 0, 20, 133, 2000, -2199, 54, 38, 0, 0, 3281]
Robot Data: [5, 108, 105, 0, 21, 133, 2000, -1896, 44, 40, 0, 0, 3282]
Robot Data: [2, 96, 136, 1, 20, 133, 2000, -1593, 39, 51, 0, 0, 3283]
Robot Data: [2, 84, 162, 1, 19, 133, 2000, -1290, 38, 60, 0, 0, 3284]
Robot Data: [1, 77, 183, 1, 20, 133, 2000, -987, 32, 59, 0, 0, 3285]
Robot Data: [1, 76, 197, 1, 20, 133, 2000, -684, 32, 59, 0, 0, 3286]
Robot Data: [1, 72, 201, 1, 20, 133, 2000, -381, 34, 57, 0, 0, 3287]
Robot Data: [1, 72, 202, 1, 20, 133, 2000, -78, 36, 55, 0, 0, 3288]
Robot Data: [0, 72, 197, 1, 20, 133, 2000, 0, 39, 52, 0, 0, 3289]
Robot Data: [1, 75, 192, 1, 20, 133, 2000, 0, 47, 44, 0, 0, 3290]
Robot Data: [0, 80, 186, 3, 20, 132, 2280, 0, 57, 57, 106, 3, 3291]
Robot Data: [2, 81, 179, 2, 21, 132, 2560, 0, 68, 72, 98, 2, 3292]
Robot Data: [2, 84, 172, 1, 23, 132, 2840, 0, 78, 81, 88, 2, 3293]
Robot Data: [2, 85, 168, 0, 24, 132, 3120, 0, 94, 93, 83, 2, 3294]
Robot Data: [2, 91, 166, 0, 26, 132, 3400, 0, 107, 103, 75, 2, 3295]
Robot Data: [1, 94, 159, 1, 31, 132, 3680, 0, 105, 98, 65, 1, 3296]
Robot Data: [2, 95, 155, 1, 33, 132, 3960, 0, 113, 110, 60, 1, 3297]
Robot Data: [1, 95, 149, 1, 36, 132, 4240, 0, 118, 119, 54, 1, 3298]
Robot Data: [1, 95, 145, 1, 39, 132, 4520, 0, 124, 128, 50, 1, 3299]
Robot Data: [1, 97, 142, 0, 42, 132, 4800, 0, 131, 134, 45, 1, 3300]
Robot Data: [1, 97, 134, 0, 45, 132, 5080, 0, 132, 139, 37, 1, 3301]
Robot Data: [0, 96, 129, 1, 49, 132, 5360, 0, 139, 138, 33, 0, 3302]
Robot Data: [1, 97, 125, 1, 50, 132, 5640, 0, 154, 150, 28, 0, 3303]
Robot Data: [1, 97, 123, 0, 57, 132, 5920, 0, 149, 138, 26, 0, 3304]
Robot Data: [2, 97, 124, 0, 55, 132, 6200, 0, 171, 165, 27, 0, 3305]
Robot Data: [0, 97, 124, 1, 58, 132, 6480, 0, 171, 172, 27, 0, 3306]
Robot Data: [1, 97, 128, 1, 63, 132, 6760, 0, 171, 171, 31, 0, 3307]
Robot Data: [0, 96, 129, 0, 64, 132, 7040, 0, 180, 188, 33, 0, 3308]
Robot Data: [1, 91, 131, 0, 66, 132, 7320, 0, 184, 206, 40, 1, 3309]
Robot Data: [0, 85, 138, 0, 71, 132, 7600, 0, 187, 203, 53, 1, 3310]
Robot Data: [3, 89, 133, 0, 73, 132, 7880, 0, 195, 208, 44, 1, 3311]
Robot Data: [1, 93, 133, 1, 78, 132, 8160, 0, 201, 199, 40, 1, 3312]
Robot Data: [1, 89, 126, 1, 79, 132, 8440, 0, 217, 209, 37, 1, 3313]
Robot Data: [1, 93, 133, 0, 80, 132, 8720, 0, 227, 228, 40, 1, 3314]
Robot Data: [0, 93, 136, 0, 86, 132, 9000, 0, 217, 229, 43, 1, 3315]
Robot Data: [0, 89, 133, 0, 88, 132, 9280, 0, 224, 234, 44, 1, 3316]
Robot Data: [1, 90, 132, 0, 90, 132, 9560, 0, 234, 244, 42, 1, 3317]
Robot Data: [0, 89, 132, 0, 94, 132, 9840, 0, 234, 248, 43, 1, 3318]
Robot Data: [3, 92, 130, 0, 96, 132, 10120, 0, 244, 250, 38, 1, 3319]
Robot Data: [1, 91, 128, 0, 98, 132, 10400, 0, 250, 250, 37, 1, 3320]
Robot Data: [1, 91, 128, 0, 101, 132, 10680, 0, 250, 250, 37, 1, 3321]
Robot Data: [3, 87, 124, 0, 103, 132, 10900, 0, 250, 250, 37, 1, 3322]
Robot Data: [1, 97, 127, 1, 102, 132, 10620, 0, 250, 250, 30, 0, 3323]
Robot Data: [1, 100, 133, 1, 104, 132, 10340, 0, 245, 245, 33, 0, 3324]
Robot Data: [1, 98, 131, 1, 105, 132, 10060, 0, 221, 229, 33, 0, 3325]
Robot Data: [0, 96, 135, 0, 106, 132, 9780, 0, 202, 205, 39, 1, 3326]
Robot Data: [1, 99, 137, 1, 104, 132, 9500, 0, 197, 192, 38, 1, 3327]
Robot Data: [1, 97, 133, 1, 101, 132, 9220, 0, 184, 188, 36, 1, 3328]
Robot Data: [2, 99, 133, 1, 99, 132, 8940, 0, 166, 181, 34, 1, 3329]
Robot Data: [2, 100, 128, 2, 95, 132, 8660, 0, 163, 173, 28, 0, 3330]
Robot Data: [2, 104, 123, 2, 93, 132, 8380, 0, 154, 157, 19, 0, 3331]
Robot Data: [3, 105, 100, 2, 90, 132, 8100, 0, 152, 148, -5, -1, 3332]
Robot Data: [3, 97, 15, 3, 89, 132, 7820, 0, 139, 128, 6, 0, 3333]
Robot Data: [2, 103, 8, 3, 86, 132, 7540, 0, 131, 117, -6, -1, 3334]
Robot Data: [3, 108, 8, 4, 80, 132, 7260, 0, 136, 115, -16, -1, 3335]
Robot Data: [3, 107, 8, 4, 78, 132, 6980, 0, 120, 108, -14, -1, 3336]
Robot Data: [3, 111, 10, 4, 73, 132, 6700, 0, 120, 114, -22, -1, 3337]
Robot Data: [4, 111, 13, 5, 73, 132, 6420, 0, 92, 105, -22, -1, 3338]
Robot Data: [3, 111, 18, 6, 69, 132, 6140, 0, 87, 100, -22, -1, 3339]
Robot Data: [5, 109, 25, 6, 65, 132, 5860, 0, 88, 90, -18, -1, 3340]
Robot Data: [5, 109, 31, 6, 61, 132, 5580, 0, 92, 80, -18, -1, 3341]
Robot Data: [7, 109, 41, 8, 58, 132, 5300, 0, 91, 74, -18, -1, 3342]
Robot Data: [7, 109, 58, 9, 55, 132, 5020, 0, 86, 66, -51, -2, 3343]
Robot Data: [7, 109, 72, 10, 53, 132, 4740, 0, 68, 64, -37, -2, 3344]
Robot Data: [11, 108, 66, 11, 49, 132, 4460, 0, 62, 63, -42, -2, 3345]
Robot Data: [12, 101, 16, 13, 46, 132, 4180, 0, 50, 62, -2, 0, 3346]
Robot Data: [15, 98, 7, 13, 42, 132, 3900, 0, 51, 65, 4, 0, 3347]
Robot Data: [18, 105, 1, 15, 40, 132, 3620, 0, 48, 49, -10, -1, 3348]
Robot Data: [19, 110, 5, 16, 38, 132, 3340, 0, 43, 34, -20, -1, 3349]
Robot Data: [22, 112, 4, 19, 33, 132, 3060, 0, 45, 35, -1, 0, 3350]
Robot Data: [22, 113, 7, 20, 32, 132, 2780, 0, 32, 22, -1, -1, 3351]
Robot Data: [26, 113, 5, 21, 27, 132, 2500, 0, 37, 27, -1, -1, 3352]
Robot Data: [31, 114, 5, 24, 25, 128, 2220, 0, 23, 24, 0, 0, 3353]
Robot Data: [32, 112, 6, 24, 24, 128, 2000, 0, 11, 19, 0, 0, 3354]
Robot Data: [35, 108, 8, 25, 20, 128, 2000, 0, 25, 32, 0, 0, 3355]
Robot Data: [37, 109, 7, 28, 19, 128, 2000, 0, 27, 38, 0, 0, 3356]
Robot Data: [37, 109, 6, 28, 19, 128, 2000, 0, 32, 34, 0, 0, 3357]
Robot Data: [37, 114, 8, 29, 18, 128, 2000, 0, 36, 39, 0, 0, 3358]
Robot Data: [43, 113, 10, 32, 17, 128, 2000, 0, 46, 38, 0, 0, 3359]
Robot Data: [41, 114, 10, 33, 18, 128, 2000, 0, 43, 37, 0, 0, 3360]
Robot Data: [44, 122, 11, 36, 18, 128, 2000, 0, 43, 40, 0, 0, 3361]
Robot Data: [45, 117, 10, 37, 17, 128, 2000, 0, 50, 43, 0, 0, 3362]
Robot Data: [46, 117, 12, 38, 18, 128, 2000, 0, 47, 41, 0, 0, 3363]
Robot Data: [49, 115, 12, 40, 18, 128, 2000, 0, 48, 42, 0, 0, 3364]
Robot Data: [51, 117, 13, 42, 17, 128, 2000, 0, 51, 49, 0, 0, 3365]
Robot Data: [52, 115, 13, 44, 19, 128, 2000, 0, 42, 46, 0, 0, 3366]
Robot Data: [57, 115, 15, 45, 18, 128, 2000, 0, 47, 50, 0, 0, 3367]
Robot Data: [58, 112, 16, 49, 19, 128, 2000, -303, 48, 44, 0, 0, 3368]
Robot Data: [61, 113, 17, 51, 19, 128, 2000, -606, 58, 35, 0, 0, 3369]
Robot Data: [66, 111, 17, 55, 19, 128, 2000, -909, 70, 23, 0, 0, 3370]
Robot Data: [67, 110, 21, 57, 18, 128, 2000, -1212, 87, 16, 0, 0, 3371]
Robot Data: [71, 105, 21, 57, 19, 128, 2000, -1515, 88, 9, 0, 0, 3372]
Robot Data: [80, 93, 17, 58, 20, 128, 2000, -1818, 89, 1, 0, 0, 3373]
Robot Data: [92, 77, 15, 54, 19, 128, 2000, -2121, 94, 3, 0, 0, 3374]
Robot Data: [112, 64, 12, 52, 20, 128, 2000, -2424, 91, 1, 0, 0, 3375]
Robot Data: [122, 75, 8, 48, 19, 128, 2000, -2727, 90, 9, 0, 0, 3376]
Robot Data: [117, 80, 6, 41, 20, 128, 2000, -3030, 88, 4, 0, 0, 3377]
Robot Data: [114, 87, 3, 37, 19, 128, 2000, -3108, 88, 12, 0, 0, 3378]
Robot Data: [109, 106, 1, 35, 20, 128, 2000, -3108, 83, 10, 0, 0, 3379]
Robot Data: [111, 126, 2, 29, 20, 128, 2000, -3108, 76, 18, 0, 0, 3380]
Robot Data: [107, 145, 1, 22, 20, 128, 2000, -3108, 75, 18, 0, 0, 3381]
Robot Data: [106, 170, 1, 17, 21, 128, 2000, -3108, 73, 12, 0, 0, 3382]
Robot Data: [100, 208, 0, 13, 20, 128, 2000, -3108, 76, 16, 0, 0, 3383]
Robot Data: [94, 246, 1, 8, 20, 128, 2000, -3108, 76, 16, 0, 0, 3384]
Robot Data: [86, 249, 1, 6, 20, 128, 2000, -3108, 76, 16, 0, 0, 3385]
Robot Data: [73, 219, 3, 3, 19, 128, 2000, -3108, 84, 16, 0, 0, 3386]
Robot Data: [65, 194, 5, 2, 21, 128, 2000, -3108, 78, 7, 0, 0, 3387]
Robot Data: [53, 173, 8, 1, 19, 128, 2000, -3108, 85, 15, 0, 0, 3388]
Robot Data: [41, 156, 16, 1, 20, 128, 2000, -3108, 82, 11, 0, 0, 3389]
Robot Data: [25, 124, 36, 1, 21, 128, 2000, -2805, 70, 16, 0, 0, 3390]
Robot Data: [14, 118, 62, 1, 20, 128, 2000, -2502, 65, 27, 0, 0, 3391]
Robot Data: [6, 103, 100, 0, 20, 128, 2000, -2199, 54, 38, 0, 0, 3392]
Robot Data: [3, 89, 142, 1, 21, 128, 2000, -1896, 44, 40, 0, 0, 3393]
Robot Data: [0, 76, 187, 1, 19, 128, 2000, -1593, 45, 54, 0, 0, 3394]
Robot Data: [1, 62, 220, 0, 20, 128, 2000, -1290, 35, 57, 0, 0, 3395]
Robot Data: [0, 57, 242, 1, 20, 128, 2000, -987, 30, 62, 0, 0, 3396]
Robot Data: [1, 51, 261, 2, 20, 128, 2000, -684, 33, 59, 0, 0, 3397]
Robot Data: [0, 48, 263, 2, 19, 128, 2000, -381, 37, 63, 0, 0, 3398]
Robot Data: [2, 50, 265, 1, 20, 128, 2000, -78, 35, 58, 0, 0, 3399]
Robot Data: [1, 51, 257, 2, 20, 128, 2000, 0, 41, 53, 0, 0, 3400]
Robot Data: [2, 52, 247, 1, 20, 128, 2000, 0, 50, 44, 0, 0, 3401]
Robot Data: [1, 57, 236, 1, 20, 112, 2280, 0, 56, 60, 179, 5, 3402]
Robot Data: [3, 58, 228, 1, 22, 112, 2560, 0, 55, 78, 170, 5, 3403]
Robot Data: [1, 61, 226, 1, 22, 112, 2840, 0, 78, 90, 165, 4, 3404]
Robot Data: [2, 65, 217, 0, 24, 112, 3120, 0, 88, 101, 152, 4, 3405]
Robot Data: [2, 64, 201, 1, 27, 112, 3400, 0, 99, 105, 137, 4, 3406]
Robot Data: [3, 69, 186, 1, 30, 112, 3680, 0, 106, 105, 117, 3, 3407]
Robot Data: [1, 74, 175, 1, 33, 112, 3960, 0, 117, 109, 101, 2, 3408]
Robot Data: [1, 78, 167, 0, 36, 112, 4240, 0, 127, 113, 89, 2, 3409]
Robot Data: [1, 81, 157, 1, 39, 112, 4520, 0, 133, 120, 76, 2, 3410]
Robot Data: [1, 82, 151, 1, 42, 112, 4800, 0, 135, 133, 69, 2, 3411]
Robot Data: [0, 83, 143, 0, 45, 112, 5080, 0, 137, 137, 60, 1, 3412]
Robot Data: [1, 86, 138, 1, 48, 112, 5360, 0, 139, 147, 52, 1, 3413]
Robot Data: [1, 88, 141, 0, 53, 112, 5640, 0, 143, 141, 53, 1, 3414]
Robot Data: [1, 84, 144, 0, 58, 112, 5920, 0, 145, 134, 60, 1, 3415]
Robot Data: [2, 84, 145, 0, 52, 112, 6200, 0, 180, 178, 61, 1, 3416]
Robot Data: [1, 77, 142, 1, 56, 112, 6480, 0, 174, 186, 65, 1, 3417]
Robot Data: [0, 73, 134, 0, 62, 112, 6760, 0, 170, 184, 61, 1, 3418]
