Front Left,Left Angle,Right Angle,Front Right,edgeLeftFast,edgeLeftSlow,edgeRightFast,edgeRightSlow,Distance Count,Maze Location,Forward Speed count,Rotation Speed count,Left Motor Volts Scaled,Right Motor Volts Scaled,Cross Track Error,Steering Correction,loopTick,Front sum,Front diff,Distance Count Travelled,Distance MM,Profile Forward Speed mm,Profile Rotation Speed deg,LeftVolts,RightVolts,Maze X,Maze Y,time_s,Speed_mm_s
4,7,168,115,5,10,113,101,20,33,2000,3030,4,95,0,0,20948,119,-111,25215,4484.14946969526,355.673168328,411.64714285671005,0.144,3.42,2,1,6.71,355.673168328038
4,10,206,119,6,10,132,108,19,33,2000,3108,8,99,0,0,20949,123,-115,25234,4487.528364794376,355.673168328,422.243999999556,0.288,3.5639999999999996,2,1,6.72,337.8895099115725
3,13,253,123,7,10,156,117,20,33,2000,3108,11,89,0,0,20950,126,-120,25254,4491.085096477656,355.673168328,422.243999999556,0.39599999999999996,3.2039999999999997,2,1,6.73,355.67316832800645
2,14,300,124,8,10,185,128,20,33,2000,3108,18,82,0,0,20951,126,-122,25274,4494.641828160936,355.673168328,422.243999999556,0.6479999999999999,2.952,2,1,6.74,355.67316832794705
3,22,341,122,11,11,216,141,20,33,2000,3108,20,80,0,0,20952,125,-119,25294,4498.198559844216,355.673168328,422.243999999556,0.72,2.88,2,1,6.75,355.673168328038
6,74,394,119,24,15,252,157,21,33,2000,3108,16,76,0,0,20953,125,-113,25315,4501.93312811166,355.673168328,422.243999999556,0.576,2.7359999999999998,2,1,6.76,373.45682674441264
6,81,466,108,35,19,295,176,21,33,2000,3108,13,78,0,0,20954,114,-102,25336,4505.667696379104,355.673168328,422.243999999556,0.46799999999999997,2.808,2,1,6.77,373.45682674441264
10,23,512,79,33,19,338,197,20,33,2000,3108,19,79,0,0,20955,89,-69,25356,4509.224428062384,355.673168328,422.243999999556,0.6839999999999999,2.844,2,1,6.78,355.6731683279155
12,21,492,14,31,19,369,215,20,33,2000,3108,19,79,0,0,20956,26,-2,25376,4512.781159745664,355.673168328,422.243999999556,0.6839999999999999,2.844,2,1,6.79,355.673168328038
14,22,380,4,29,19,371,225,20,33,2000,3108,19,79,0,0,20957,18,10,25396,4516.337891428944,355.673168328,422.243999999556,0.6839999999999999,2.844,2,1,6.8,355.673168328038
19,23,245,4,28,19,346,226,20,33,2000,3108,15,83,0,0,20958,23,15,25416,4519.894623112224,355.673168328,422.243999999556,0.5399999999999999,2.988,2,1,6.81,355.67316832794705
20,28,20,6,28,20,281,213,21,33,2000,3108,10,81,0,0,20959,26,14,25437,4523.629191379668,355.673168328,422.243999999556,0.36,2.916,2,1,6.82,373.4568267443795
27,25,11,8,27,20,227,200,20,33,2000,3108,11,86,0,0,20960,35,19,25457,4527.185923062948,355.673168328,422.243999999556,0.39599999999999996,3.0959999999999996,2,1,6.83,355.673168328038
33,22,9,10,26,20,183,188,20,33,2000,2805,20,77,0,0,20961,43,23,25477,4530.742654746228,355.673168328,381.07928571388504,0.72,2.772,2,1,6.84,355.673168328038
40,34,8,12,28,21,148,177,20,33,2000,2502,28,69,0,0,20962,52,28,25497,4534.299386429508,355.673168328,339.91457142821406,1.008,2.484,2,1,6.85,355.67316832794705
61,48,9,15,32,23,120,167,20,33,2000,2199,40,57,0,0,20963,76,46,25517,4537.856118112788,355.673168328,298.749857142543,1.44,2.052,2,1,6.86,355.67316832800645
41,66,6,19,39,26,97,157,21,33,2000,1896,42,47,0,0,20964,60,22,25538,4541.590686380232,355.673168328,257.58514285687204,1.5119999999999998,1.692,2,1,6.87,373.45682674441264
39,89,7,23,49,30,79,148,19,33,2000,1593,60,44,0,0,20965,62,16,25557,4544.969581479348,355.673168328,216.42042857120103,2.1599999999999997,1.5839999999999999,2,1,6.88,337.8895099115725
40,104,8,30,60,35,65,139,20,33,2000,1290,61,36,0,0,20966,70,10,25577,4548.526313162628,355.673168328,175.25571428553002,2.1959999999999997,1.2959999999999998,2,1,6.89,355.673168328038
41,120,10,35,72,40,54,131,20,33,2000,987,68,29,0,0,20967,76,6,25597,4552.083044845908,355.673168328,134.090999999859,2.448,1.0439999999999998,2,1,6.9,355.67316832800645
44,127,11,40,83,45,45,124,20,33,2000,684,66,30,0,0,20968,84,4,25617,4555.639776529188,355.673168328,92.92628571418801,2.376,1.0799999999999998,2,1,6.91,355.67316832794705
46,135,13,44,93,51,39,117,20,33,2000,381,67,30,0,0,20969,90,2,25637,4559.196508212468,355.673168328,51.761571428517,2.412,1.0799999999999998,2,1,6.92,355.673168328038
49,132,15,48,101,56,34,111,20,33,2000,78,63,34,0,0,20970,97,1,25657,4562.753239895748,355.673168328,10.596857142846002,2.268,1.224,2,1,6.93,355.673168328038
50,129,15,50,107,61,30,105,20,33,2000,0,56,41,0,0,20971,100,0,25677,4566.309971579028,355.673168328,0.0,2.016,1.476,2,1,6.94,355.6731683279155
53,130,18,50,112,65,28,100,21,33,2000,0,45,44,0,0,20972,103,3,25698,4570.044539846472,355.673168328,0.0,1.6199999999999999,1.5839999999999999,2,1,6.95,373.45682674441264
57,125,19,53,115,69,26,95,20,32,2000,0,42,54,0,0,20973,110,4,25718,4573.601271529752,355.673168328,0.0,1.5119999999999998,1.944,2,0,6.96,355.673168328038
58,120,18,54,116,72,24,90,20,32,2000,-303,48,47,0,0,20974,112,4,25738,4577.158003213032,355.673168328,-41.164714285671,1.7279999999999998,1.692,2,0,6.97,355.673168328038
58,117,19,56,116,75,23,86,20,32,2000,-606,60,36,0,0,20975,114,2,25758,4580.714734896312,355.673168328,-82.329428571342,2.1599999999999997,1.2959999999999998,2,0,6.98,355.6731683279155
61,116,21,59,116,78,23,82,20,32,2000,-909,67,28,0,0,20976,120,2,25778,4584.271466579592,355.673168328,-123.49414285701302,2.412,1.008,2,0,6.99,355.673168328038
67,112,25,61,115,80,23,78,19,32,2000,-1212,82,21,0,0,20977,128,6,25797,4587.650361678708,355.673168328,-164.658857142684,2.952,0.7559999999999999,2,0,7.0,337.8895099115725
70,105,23,61,113,82,23,75,20,32,2000,-1515,86,10,0,0,20978,131,9,25817,4591.207093361988,355.673168328,-205.82357142835502,3.0959999999999996,0.36,2,0,7.01,355.673168328038
77,99,24,59,110,83,23,72,20,32,2000,-1818,97,0,0,0,20979,136,18,25837,4594.763825045268,355.673168328,-246.98828571402603,3.4919999999999995,0.0,2,0,7.02,355.673168328038
97,83,18,56,105,83,22,69,20,32,2000,-2121,101,4,0,0,20980,153,41,25857,4598.320556728548,355.673168328,-288.15299999969704,3.6359999999999997,0.144,2,0,7.03,355.6731683279155
122,81,15,56,100,83,21,66,19,32,2000,-2424,104,1,0,0,20981,178,66,25876,4601.699451827664,355.673168328,-329.317714285368,3.7439999999999998,0.036,2,0,7.04,337.8895099116634
148,91,9,55,98,84,19,62,20,32,2000,-2727,98,1,0,0,20982,203,93,25896,4605.256183510944,355.673168328,-370.482428571039,3.5279999999999996,0.036,2,0,7.05,355.67316832794705
130,83,8,50,95,84,17,59,19,32,2000,-3030,99,7,0,0,20983,180,80,25915,4608.63507861006,355.673168328,-411.64714285671005,3.5639999999999996,0.252,2,0,7.06,337.8895099116634
123,103,12,44,97,85,16,56,20,32,2000,-3108,94,5,0,0,20984,167,79,25935,4612.19181029334,355.673168328,-422.243999999556,3.384,0.18,2,0,7.07,355.6731683279155
119,124,15,38,102,87,16,53,20,32,2000,-3108,85,14,0,0,20985,157,81,25955,4615.74854197662,355.673168328,-422.243999999556,3.0599999999999996,0.504,2,0,7.08,355.673168328038
123,151,15,32,112,91,16,51,20,32,2000,-3108,81,18,0,0,20986,155,91,25975,4619.3052736599,355.673168328,-422.243999999556,2.916,0.6479999999999999,2,0,7.09,355.673168328038
125,174,22,24,124,96,17,49,20,32,2000,-3108,77,21,0,0,20987,149,101,25995,4622.86200534318,355.673168328,-422.243999999556,2.772,0.7559999999999999,2,0,7.1,355.67316832794705
122,197,30,18,139,102,20,48,20,32,2000,-3108,78,21,0,0,20988,140,104,26015,4626.41873702646,355.673168328,-422.243999999556,2.808,0.7559999999999999,2,0,7.11,355.67316832800645
118,243,42,12,160,111,24,48,21,32,2000,-3108,76,15,0,0,20989,130,106,26036,4630.153305293904,355.673168328,-422.243999999556,2.7359999999999998,0.5399999999999999,2,0,7.12,373.45682674441264
112,338,28,9,196,125,25,47,20,32,2000,-3108,79,19,0,0,20990,121,103,26056,4633.710036977184,355.673168328,-422.243999999556,2.844,0.6839999999999999,2,0,7.13,355.673168328038
109,343,21,7,225,139,24,45,20,32,2000,-3108,83,15,0,0,20991,116,102,26076,4637.266768660464,355.673168328,-422.243999999556,2.988,0.5399999999999999,2,0,7.14,355.67316832794705
98,304,21,10,241,149,23,44,20,32,2000,-3108,84,13,0,0,20992,108,88,26096,4640.823500343744,355.673168328,-422.243999999556,3.0239999999999996,0.46799999999999997,2,0,7.15,355.67316832800645
86,258,25,11,244,156,23,43,20,32,2000,-3108,86,12,0,0,20993,97,75,26116,4644.380232027024,355.673168328,-422.243999999556,3.0959999999999996,0.43199999999999994,2,0,7.16,355.673168328038
79,220,27,12,239,160,24,42,20,32,2000,-3108,90,8,0,0,20994,91,67,26136,4647.936963710304,355.673168328,-422.243999999556,3.2399999999999998,0.288,2,0,7.17,355.67316832794705
61,206,23,12,232,163,24,41,20,32,2000,-3108,89,9,0,0,20995,73,49,26156,4651.493695393584,355.673168328,-422.243999999556,3.2039999999999997,0.32399999999999995,2,0,7.18,355.673168328038
41,175,21,15,221,164,23,40,21,32,2000,-2805,77,13,0,0,20996,56,26,26177,4655.228263661028,355.673168328,-381.07928571388504,2.772,0.46799999999999997,2,0,7.19,373.4568267443795
27,156,33,17,208,164,25,40,20,32,2000,-2502,68,29,0,0,20997,44,10,26197,4658.784995344308,355.673168328,-339.91457142821406,2.448,1.0439999999999998,2,0,7.2,355.673168328038
15,140,58,18,194,163,32,41,21,32,2000,-2199,52,37,0,0,20998,33,-3,26218,4662.519563611752,355.673168328,-298.749857142543,1.8719999999999999,1.3319999999999999,2,0,7.21,373.45682674441264
9,117,85,20,179,160,43,44,20,32,2000,-1896,48,48,0,0,20999,29,-11,26238,4666.076295295032,355.673168328,-257.58514285687204,1.7279999999999998,1.7279999999999998,2,0,7.22,355.67316832794705
17,97,110,20,163,156,56,48,20,32,2000,-1593,40,56,0,0,21000,37,-3,26258,4669.633026978312,355.673168328,-216.42042857120103,1.44,2.016,2,0,7.23,355.67316832800645
24,88,134,20,148,152,72,53,19,32,2000,-1290,35,68,0,0,21001,44,4,26277,4673.011922077428,355.673168328,-175.25571428553002,1.26,2.448,2,0,7.24,337.8895099115725
24,77,150,19,134,147,88,59,20,32,2000,-987,33,63,0,0,21002,43,5,26297,4676.568653760708,355.673168328,-134.090999999859,1.188,2.268,2,0,7.25,355.673168328038
25,72,163,21,122,142,103,66,20,32,2000,-684,36,61,0,0,21003,46,4,26317,4680.125385443988,355.673168328,-92.92628571418801,1.2959999999999998,2.1959999999999997,2,0,7.26,355.673168328038
27,69,164,22,111,137,115,72,20,32,2000,-381,35,62,0,0,21004,49,5,26337,4683.682117127268,355.673168328,-51.761571428517,1.26,2.2319999999999998,2,0,7.27,355.67316832794705
31,71,168,24,103,133,126,78,20,32,2000,-78,37,60,0,0,21005,55,7,26357,4687.238848810548,355.673168328,-10.596857142846002,1.3319999999999999,2.1599999999999997,2,0,7.28,355.67316832800645
27,72,164,24,97,129,134,83,20,32,2000,0,41,56,0,0,21006,51,3,26377,4690.795580493828,355.673168328,0.0,1.476,2.016,2,0,7.29,355.673168328038
30,76,157,25,93,126,139,88,20,32,2000,0,46,51,0,0,21007,55,5,26397,4694.352312177108,355.673168328,0.0,1.656,1.8359999999999999,2,0,7.3,355.67316832794705
35,79,150,27,90,123,141,92,20,16,2000,0,51,46,0,0,21008,62,8,26417,4697.909043860388,355.673168328,0.0,1.8359999999999999,1.656,1,0,7.31,355.673168328038
34,85,145,29,89,121,142,95,20,16,2000,0,54,43,0,0,21009,63,5,26437,4701.465775543668,355.673168328,0.0,1.944,1.5479999999999998,1,0,7.32,355.67316832800645
34,85,138,29,88,119,141,98,20,16,2000,0,55,41,0,0,21010,63,5,26457,4705.022507226948,355.673168328,0.0,1.9799999999999998,1.476,1,0,7.33,355.67316832794705
37,87,134,31,88,117,140,100,19,16,2000,0,61,44,0,0,21011,68,6,26476,4708.401402326064,355.673168328,0.0,2.1959999999999997,1.5839999999999999,1,0,7.34,337.8895099116634
39,88,133,32,88,115,139,102,19,16,2000,0,59,46,0,0,21012,71,7,26495,4711.78029742518,355.673168328,0.0,2.1239999999999997,1.656,1,0,7.35,337.8895099115725
42,88,133,35,88,113,138,104,20,16,2000,0,54,45,0,0,21013,77,7,26515,4715.33702910846,355.673168328,0.0,1.944,1.6199999999999999,1,0,7.36,355.67316832800645
41,86,133,36,88,111,137,106,21,16,2000,0,47,44,0,0,21014,77,5,26536,4719.071597375904,355.673168328,0.0,1.692,1.5839999999999999,1,0,7.37,373.45682674441264
44,86,135,38,88,109,137,108,20,16,2000,0,51,47,0,0,21015,82,6,26556,4722.628329059184,355.673168328,0.0,1.8359999999999999,1.692,1,0,7.38,355.67316832794705
47,84,135,40,87,107,137,110,21,16,2000,0,43,47,0,0,21016,87,7,26577,4726.362897326628,355.673168328,0.0,1.5479999999999998,1.692,1,0,7.39,373.45682674441264
47,83,136,42,86,106,137,112,19,16,2000,0,49,56,0,0,21017,89,5,26596,4729.741792425744,355.673168328,0.0,1.7639999999999998,2.016,1,0,7.4,337.8895099116334
50,84,138,44,86,105,137,114,20,16,2000,0,48,50,0,0,21018,94,6,26616,4733.298524109024,355.673168328,0.0,1.7279999999999998,1.7999999999999998,1,0,7.41,355.67316832794705
53,83,135,47,85,104,137,115,20,16,2000,0,45,53,0,0,21019,100,6,26636,4736.855255792304,355.673168328,0.0,1.6199999999999999,1.908,1,0,7.42,355.673168328038
57,87,135,51,85,103,137,116,21,16,2000,0,42,48,0,0,21020,108,6,26657,4740.589824059748,355.673168328,0.0,1.5119999999999998,1.7279999999999998,1,0,7.43,373.45682674441264
58,89,133,53,86,102,136,117,20,16,2000,0,49,48,0,0,21021,111,5,26677,4744.146555743028,355.673168328,0.0,1.7639999999999998,1.7279999999999998,1,0,7.44,355.67316832800645
60,90,128,56,87,101,134,118,20,16,2000,0,48,48,0,0,21022,116,4,26697,4747.703287426308,355.673168328,0.0,1.7279999999999998,1.7279999999999998,1,0,7.45,355.67316832794705
63,93,127,60,88,101,133,119,20,16,2000,0,52,44,0,0,21023,123,3,26717,4751.260019109588,355.673168328,0.0,1.8719999999999999,1.5839999999999999,1,0,7.46,355.673168328038
70,92,127,66,89,100,132,120,20,16,2000,0,54,43,0,0,21024,136,4,26737,4754.816750792868,355.673168328,0.0,1.944,1.5479999999999998,1,0,7.47,355.673168328038
72,93,124,71,90,100,130,120,19,16,2000,0,55,49,0,0,21025,143,1,26756,4758.195645891984,355.673168328,0.0,1.9799999999999998,1.7639999999999998,1,0,7.48,337.88950991154246
74,92,126,76,90,100,129,120,20,16,2000,0,52,46,0,0,21026,150,-2,26776,4761.752377575264,355.673168328,0.0,1.8719999999999999,1.656,1,0,7.49,355.673168328038
83,92,132,82,90,100,130,121,20,16,2000,0,52,46,0,0,21027,165,1,26796,4765.309109258544,355.673168328,0.0,1.8719999999999999,1.656,1,0,7.5,355.67316832794705
84,94,139,87,91,100,132,122,20,16,2000,0,46,51,0,0,21028,171,-3,26816,4768.865840941824,355.673168328,0.0,1.656,1.8359999999999999,1,0,7.51,355.673168328038
93,93,149,92,91,100,135,124,20,16,2000,0,47,51,0,0,21029,185,1,26836,4772.422572625104,355.673168328,0.0,1.692,1.8359999999999999,1,0,7.52,355.673168328038
100,94,161,99,92,100,140,126,20,16,2000,0,49,49,0,0,21030,199,1,26856,4775.979304308384,355.673168328,0.0,1.7639999999999998,1.7639999999999998,1,0,7.53,355.6731683279155
106,98,170,108,93,100,146,129,20,16,2000,0,47,51,0,0,21031,214,-2,26876,4779.536035991664,355.673168328,0.0,1.692,1.8359999999999999,1,0,7.54,355.673168328038
113,102,175,121,95,100,152,132,20,16,2000,0,45,53,0,0,21032,234,-8,26896,4783.092767674944,355.673168328,0.0,1.6199999999999999,1.908,1,0,7.55,355.673168328038
121,112,178,134,98,101,157,135,20,16,2000,0,48,50,0,0,21033,255,-13,26916,4786.649499358224,355.673168328,0.0,1.7279999999999998,1.7999999999999998,1,0,7.56,355.67316832794705
131,116,178,148,102,102,161,138,20,16,2000,0,51,47,0,0,21034,279,-17,26936,4790.206231041504,355.673168328,0.0,1.8359999999999999,1.692,1,0,7.57,355.67316832800645
138,133,170,167,108,104,163,140,20,16,2000,0,51,47,0,0,21035,305,-29,26956,4793.762962724784,355.673168328,0.0,1.8359999999999999,1.692,1,0,7.58,355.673168328038
147,136,166,187,114,106,164,142,21,16,2000,0,47,43,0,0,21036,334,-40,26977,4797.497530992228,355.673168328,0.0,1.692,1.5479999999999998,1,0,7.59,373.45682674441264
161,141,177,208,119,108,167,144,20,16,2000,0,50,47,0,0,21037,369,-47,26997,4801.054262675508,355.673168328,0.0,1.7999999999999998,1.692,1,0,7.6,355.67316832794705
174,134,193,227,122,110,172,147,19,16,2000,0,56,49,0,0,21038,401,-53,27016,4804.433157774624,355.673168328,0.0,2.016,1.7639999999999998,1,0,7.61,337.8895099116334
187,131,214,250,124,111,180,151,20,16,2000,0,50,48,0,0,21039,437,-63,27036,4807.989889457904,355.673168328,0.0,1.7999999999999998,1.7279999999999998,1,0,7.62,355.67316832794705
203,140,238,277,127,113,192,156,19,16,2000,0,53,53,0,0,21040,480,-74,27055,4811.36878455702,355.673168328,0.0,1.908,1.908,1,0,7.63,337.8895099116634
222,155,265,308,133,116,207,163,20,16,1720,0,32,36,0,0,21041,530,-86,27075,4814.9255162403,305.87892476208,0.0,1.152,1.2959999999999998,1,0,7.64,355.67316832794705
237,175,288,343,141,120,223,171,19,16,1440,0,19,23,0,0,21042,580,-106,27094,4818.304411339416,256.08468119616,0.0,0.6839999999999999,0.828,1,0,7.65,337.8895099116334
264,194,274,398,152,125,233,177,18,16,0,0,69,73,0,0,21043,662,-134,27112,4821.505469854368,0.0,0.0,2.484,2.6279999999999997,1,0,7.66,320.10585149519784
