Front Left,Left Angle,Right Angle,Front Right,edgeLeftFast,edgeLeftSlow,edgeRightFast,edgeRightSlow,Distance Count,Maze Location,Forward Speed count,Rotation Speed count,Left Motor Volts Scaled,Right Motor Volts Scaled,Cross Track Error,Steering Correction,loopTick,Front sum,Front diff,Distance Count Travelled,Distance MM,Profile Forward Speed mm,Profile Rotation Speed deg,LeftVolts,RightVolts,Maze X,Maze Y,time_s,Speed_mm_s
2,78,171,5,85,118,159,88,20,19,2560,0,72,81,93,2,1650,7,-3,901,160.230762331764,455.26165545984,0.0,2.5919999999999996,2.916,1,3,0.44,355.67316832799884
3,80,158,5,84,116,159,92,23,19,2840,0,80,86,78,2,1651,8,-2,924,164.321003767536,505.05589902576,0.0,2.88,3.0959999999999996,1,3,0.45,409.02414357720113
1,84,149,6,84,114,157,96,23,19,3120,0,101,100,65,1,1652,7,-5,947,168.411245203308,554.85014259168,0.0,3.6359999999999997,3.5999999999999996,1,3,0.46,409.0241435771983
2,87,140,6,85,112,154,99,27,19,3400,0,111,99,53,1,1653,8,-4,974,173.212832975736,604.6443861576,0.0,3.9959999999999996,3.5639999999999996,1,3,0.47,480.15877724280296
1,91,133,6,86,111,150,101,30,19,3680,0,116,102,42,1,1654,7,-5,1004,178.547930500656,654.43862972352,0.0,4.175999999999999,3.6719999999999997,1,3,0.48,533.5097524919997
2,94,127,5,88,110,145,103,32,19,3960,0,128,111,33,0,1655,7,-3,1036,184.238701193904,704.23287328944,0.0,4.608,3.9959999999999996,1,3,0.49,569.0770693247994
3,97,126,6,90,109,141,104,35,19,4240,0,133,121,29,0,1656,9,-3,1071,190.462981639644,754.02711685536,0.0,4.787999999999999,4.356,1,3,0.5,622.4280445739987
1,96,121,5,91,108,137,105,38,19,4520,0,137,132,25,0,1657,6,-4,1109,197.220771837876,803.82136042128,0.0,4.9319999999999995,4.752,1,3,0.51,675.7790198231982
1,97,120,4,92,107,134,106,43,19,4800,0,134,135,23,0,1658,5,-3,1152,204.867744956928,853.6156039872,0.0,4.824,4.859999999999999,1,3,0.52,764.6973119052
1,97,119,4,93,106,131,107,43,19,5080,0,147,151,22,0,1659,5,-3,1195,212.51471807598,903.40984755312,0.0,5.292,5.436,1,3,0.53,764.6973119052
1,96,117,2,94,105,128,108,49,19,5360,0,141,148,21,0,1660,3,-1,1244,221.228710700016,953.20409111904,0.0,5.076,5.327999999999999,1,3,0.54,871.3992624035988
1,98,122,2,95,105,127,109,51,19,5640,0,157,152,24,0,1661,3,-1,1295,230.29837649238,1002.99833468496,0.0,5.651999999999999,5.4719999999999995,1,3,0.55,906.9665792363984
1,97,120,3,95,105,126,110,54,19,5920,0,164,157,23,0,1662,4,-2,1349,239.901552037236,1052.79257825088,0.0,5.904,5.651999999999999,1,3,0.56,960.3175544856006
1,96,115,3,95,104,124,110,54,19,5640,0,149,147,19,0,1663,4,-2,1403,249.504727582092,1002.99833468496,0.0,5.364,5.292,1,3,0.57,960.3175544856084
2,87,92,4,93,103,118,109,57,19,5360,0,120,124,5,0,1664,6,-2,1460,259.64141287944,953.20409111904,0.0,4.319999999999999,4.4639999999999995,1,3,0.58,1013.6685297348
2,58,21,5,86,100,99,104,56,19,5080,0,99,118,84,2,1665,7,-3,1516,269.600261592624,903.40984755312,0.0,3.5639999999999996,4.247999999999999,1,3,0.59,995.8848713184002
4,10,3,7,71,94,80,98,53,19,4800,0,97,114,0,-1,1666,11,-3,1569,279.025600553316,853.6156039872,0.0,3.4919999999999995,4.104,1,3,0.6,942.533896069198
8,4,2,12,58,88,64,92,51,19,4520,0,93,98,0,0,1667,20,-4,1620,288.09526634568,803.82136042128,0.0,3.348,3.5279999999999996,1,3,0.61,906.9665792363984
11,4,3,18,47,83,52,86,50,19,4240,0,79,82,0,0,1668,29,-7,1670,296.98709555388,754.02711685536,0.0,2.844,2.952,1,3,0.62,889.1829208200014
15,5,5,22,39,78,43,81,47,19,3960,0,75,70,0,0,1669,37,-7,1717,305.345415009588,704.23287328944,0.0,2.6999999999999997,2.52,1,3,0.63,835.8319455707991
16,6,2,26,32,74,35,76,44,19,3680,0,68,61,0,0,1670,42,-10,1761,313.170224712804,654.43862972352,0.0,2.448,2.1959999999999997,1,3,0.64,782.4809703215969
16,5,4,27,27,70,29,72,43,19,3400,0,54,51,0,0,1671,43,-11,1804,320.817197831856,604.6443861576,0.0,1.944,1.8359999999999999,1,3,0.65,764.6973119052
19,4,4,32,22,66,24,68,40,19,3120,0,45,42,0,0,1672,51,-13,1844,327.930661198416,554.85014259168,0.0,1.6199999999999999,1.5119999999999998,1,3,0.66,711.3463366559977
23,5,4,35,19,62,20,64,38,19,2840,0,33,29,0,0,1673,58,-12,1882,334.688451396648,505.05589902576,0.0,1.188,1.0439999999999998,1,3,0.67,675.7790198232038
28,5,3,41,16,58,17,60,34,19,2560,0,27,24,0,0,1674,69,-13,1916,340.734895258224,455.26165545984,0.0,0.972,0.8639999999999999,1,3,0.68,604.6443861575989
32,5,3,46,14,55,14,56,28,35,2280,0,30,27,0,0,1675,78,-14,1944,345.714319614816,405.46741189392,0.0,1.0799999999999998,0.972,2,3,0.69,497.9424356592056
36,5,4,49,12,52,12,53,26,35,2000,0,23,20,0,0,1676,85,-13,1970,350.33807080308,355.673168328,0.0,0.828,0.72,2,3,0.7,462.37511882639484
38,5,4,52,11,49,10,50,23,35,2000,0,30,30,0,0,1677,90,-14,1993,354.428312238852,355.673168328,0.0,1.0799999999999998,1.0799999999999998,2,3,0.71,409.024143577204
43,5,4,56,10,46,9,47,21,35,2000,0,34,38,0,0,1678,99,-13,2014,358.162880506296,355.673168328,0.0,1.224,1.3679999999999999,2,3,0.72,373.45682674439865
43,5,5,59,9,43,8,44,22,35,2000,0,30,33,0,0,1679,102,-16,2036,362.075285357904,355.673168328,0.0,1.0799999999999998,1.188,2,3,0.73,391.2404851608013
52,5,6,65,8,41,8,42,21,35,2000,303,31,38,0,0,1680,117,-13,2057,365.809853625348,355.673168328,41.164714285671,1.1159999999999999,1.3679999999999999,2,3,0.74,373.45682674439865
55,5,3,68,7,39,7,40,20,35,2000,606,23,53,0,0,1681,123,-13,2077,369.366585308628,355.673168328,82.329428571342,0.828,1.908,2,3,0.75,355.673168327996
55,7,6,72,7,37,7,38,19,35,2000,909,15,69,0,0,1682,127,-17,2096,372.745480407744,355.673168328,123.49414285701302,0.5399999999999999,2.484,2,3,0.76,337.88950991160476
58,5,7,77,7,35,7,36,19,35,2000,1212,11,73,0,0,1683,135,-19,2115,376.12437550686,355.673168328,164.658857142684,0.39599999999999996,2.6279999999999997,2,3,0.77,337.8895099115991
57,4,8,84,6,33,7,34,18,35,2000,1515,9,85,0,0,1684,141,-27,2133,379.325434021812,355.673168328,205.82357142835502,0.32399999999999995,3.0599999999999996,2,3,0.78,320.1058514951964
56,6,29,89,6,31,11,34,17,35,2000,1818,9,94,0,0,1685,145,-33,2150,382.3486559526,355.673168328,246.98828571402603,0.32399999999999995,3.384,2,3,0.79,302.32219307879944
46,7,60,92,6,30,21,36,17,35,2000,2121,8,99,0,0,1686,138,-46,2167,385.371877883388,355.673168328,288.15299999969704,0.288,3.5639999999999996,2,3,0.8,302.32219307879944
35,7,83,92,6,29,33,39,19,35,2000,2424,2,96,0,0,1687,127,-57,2186,388.750772982504,355.673168328,329.317714285368,0.072,3.4559999999999995,2,3,0.81,337.8895099115991
6,8,108,91,6,28,48,43,18,35,2000,2727,6,98,0,0,1688,97,-85,2204,391.951831497456,355.673168328,370.482428571039,0.21599999999999997,3.5279999999999996,2,3,0.82,320.1058514952057
3,10,136,91,7,27,66,49,19,35,2000,3030,0,98,0,0,1689,94,-88,2223,395.330726596572,355.673168328,411.64714285671005,0.0,3.5279999999999996,2,3,0.83,337.8895099115991
2,12,166,92,8,26,86,56,19,35,2000,3108,3,96,0,0,1690,94,-90,2242,398.709621695688,355.673168328,422.243999999556,0.10799999999999998,3.4559999999999995,2,3,0.84,337.8895099115991
2,16,198,91,10,25,108,65,19,35,2000,3108,11,89,0,0,1691,93,-89,2261,402.088516794804,355.673168328,422.243999999556,0.39599999999999996,3.2039999999999997,2,3,0.85,337.8895099115991
4,21,232,89,12,25,133,75,19,35,2000,3108,16,85,0,0,1692,93,-85,2280,405.46741189392,355.673168328,422.243999999556,0.576,3.0599999999999996,2,3,0.86,337.8895099115991
7,29,266,84,15,25,160,87,19,35,2000,3108,24,79,0,0,1693,91,-77,2299,408.846306993036,355.673168328,422.243999999556,0.8639999999999999,2.844,2,3,0.87,337.88950991160476
8,31,320,77,18,25,192,102,20,35,2000,3108,23,72,0,0,1694,85,-69,2319,412.403038676316,355.673168328,422.243999999556,0.828,2.5919999999999996,2,3,0.88,355.673168327996
10,26,355,67,20,25,225,118,20,35,2000,3108,21,75,0,0,1695,77,-57,2339,415.959770359596,355.673168328,422.243999999556,0.7559999999999999,2.6999999999999997,2,3,0.89,355.6731683280017
12,22,342,53,20,25,248,132,19,35,2000,3108,25,79,0,0,1696,65,-41,2358,419.338665458712,355.673168328,422.243999999556,0.8999999999999999,2.844,2,3,0.9,337.8895099115991
16,20,301,19,20,25,259,143,20,35,2000,3108,18,79,0,0,1697,35,-3,2378,422.895397141992,355.673168328,422.243999999556,0.6479999999999999,2.844,2,3,0.91,355.6731683280017
20,19,269,7,20,25,261,151,20,35,2000,3108,16,81,0,0,1698,27,13,2398,426.452128825272,355.673168328,422.243999999556,0.576,2.916,2,3,0.92,355.673168327996
22,14,241,7,19,24,257,157,20,35,2000,3108,13,84,0,0,1699,29,15,2418,430.008860508552,355.673168328,422.243999999556,0.46799999999999997,3.0239999999999996,2,3,0.93,355.6731683280017
25,14,190,8,18,23,244,159,20,35,2000,3108,11,86,0,0,1700,33,17,2438,433.565592191832,355.673168328,422.243999999556,0.39599999999999996,3.0959999999999996,2,3,0.94,355.67316832800566
27,13,27,9,17,22,201,151,19,35,2000,3108,13,91,0,0,1701,36,18,2457,436.944487290948,355.673168328,422.243999999556,0.46799999999999997,3.276,2,3,0.95,337.8895099115991
34,13,2,11,16,21,161,142,20,35,2000,2805,17,81,0,0,1702,45,23,2477,440.501218974228,355.673168328,381.07928571388504,0.612,2.916,2,3,0.96,355.673168327996
41,10,2,14,15,20,129,133,21,35,2000,2502,21,69,0,0,1703,55,27,2498,444.235787241672,355.673168328,339.91457142821406,0.7559999999999999,2.484,2,3,0.97,373.45682674440434
40,8,4,18,14,19,104,125,20,35,2000,2199,37,60,0,0,1704,58,22,2518,447.792518924952,355.673168328,298.749857142543,1.3319999999999999,2.1599999999999997,2,3,0.98,355.673168327996
34,7,5,24,13,18,84,118,20,35,2000,1896,47,50,0,0,1705,58,10,2538,451.349250608232,355.673168328,257.58514285687204,1.692,1.7999999999999998,2,3,0.99,355.6731683280017
25,5,8,32,11,17,69,111,20,35,2000,1593,57,40,0,0,1706,57,-7,2558,454.905982291512,355.673168328,216.42042857120103,2.052,1.44,2,3,1.0,355.673168327996
22,5,10,36,10,16,57,105,19,35,2000,1290,71,34,0,0,1707,58,-14,2577,458.284877390628,355.673168328,175.25571428553002,2.5559999999999996,1.224,2,3,1.01,337.88950991160476
22,5,13,40,9,15,48,99,21,35,2000,987,68,23,0,0,1708,62,-18,2598,462.019445658072,355.673168328,134.090999999859,2.448,0.828,2,3,1.02,373.45682674439865
24,5,16,42,8,14,42,94,20,35,2000,684,70,27,0,0,1709,66,-18,2618,465.576177341352,355.673168328,92.92628571418801,2.52,0.972,2,3,1.03,355.673168327996
25,3,15,44,7,13,37,89,20,35,2000,381,68,29,0,0,1710,69,-19,2638,469.132909024632,355.673168328,51.761571428517,2.448,1.0439999999999998,2,3,1.04,355.6731683280017
27,5,17,47,7,13,33,85,20,35,2000,78,64,32,0,0,1711,74,-20,2658,472.689640707912,355.673168328,10.596857142846002,2.304,1.152,2,3,1.05,355.6731683280017
27,4,17,49,6,12,30,81,19,35,2000,0,59,45,0,0,1712,76,-22,2677,476.068535807028,355.673168328,0.0,2.1239999999999997,1.6199999999999999,2,3,1.06,337.8895099115991
31,6,18,51,6,12,28,77,20,36,2000,0,48,50,0,0,1713,82,-20,2697,479.625267490308,355.673168328,0.0,1.7279999999999998,1.7999999999999998,2,4,1.07,355.673168327996
30,7,17,51,6,12,26,73,20,36,2000,0,43,55,0,0,1714,81,-21,2717,483.181999173588,355.673168328,0.0,1.5479999999999998,1.9799999999999998,2,4,1.08,355.6731683280017
34,6,15,53,6,12,24,69,20,36,2000,0,40,58,0,0,1715,87,-19,2737,486.738730856868,355.673168328,0.0,1.44,2.0879999999999996,2,4,1.09,355.6731683280017
35,7,17,54,6,12,23,66,19,36,2000,0,43,63,0,0,1716,89,-19,2756,490.117625955984,355.673168328,0.0,1.5479999999999998,2.268,2,4,1.1,337.8895099115991
41,8,17,58,6,12,22,63,20,36,2000,0,41,58,0,0,1717,99,-17,2776,493.674357639264,355.673168328,0.0,1.476,2.0879999999999996,2,4,1.11,355.673168327996
43,9,21,61,7,12,22,60,20,36,2000,0,43,56,0,0,1718,104,-18,2796,497.231089322544,355.673168328,0.0,1.5479999999999998,2.016,2,4,1.12,355.6731683280017
46,9,25,67,7,12,23,58,20,36,2000,303,43,56,0,0,1719,113,-21,2816,500.787821005824,355.673168328,41.164714285671,1.5479999999999998,2.016,2,4,1.13,355.6731683280096
46,10,27,71,8,12,24,56,20,36,2000,606,35,64,0,0,1720,117,-25,2836,504.344552689104,355.673168328,82.329428571342,1.26,2.304,2,4,1.14,355.673168327996
48,10,29,76,8,12,25,54,21,36,2000,909,23,69,0,0,1721,124,-28,2857,508.079120956548,355.673168328,123.49414285701302,0.828,2.484,2,4,1.15,373.45682674440434
47,9,33,81,8,12,27,53,19,36,2000,1212,25,81,0,0,1722,128,-34,2876,511.458016055664,355.673168328,164.658857142684,0.8999999999999999,2.916,2,4,1.16,337.8895099115991
47,12,42,87,9,12,30,52,19,36,2000,1515,19,88,0,0,1723,134,-40,2895,514.83691115478,355.673168328,205.82357142835502,0.6839999999999999,3.1679999999999997,2,4,1.17,337.8895099115934
51,9,51,91,9,12,34,52,20,36,2000,1818,11,89,0,0,1724,142,-40,2915,518.39364283806,355.673168328,246.98828571402603,0.39599999999999996,3.2039999999999997,2,4,1.18,355.67316832800736
55,8,66,92,9,12,40,53,20,36,2000,2121,4,96,0,0,1725,147,-37,2935,521.95037452134,355.673168328,288.15299999969704,0.144,3.4559999999999995,2,4,1.19,355.673168327996
52,5,84,91,8,12,49,55,20,36,2000,2424,1,99,0,0,1726,143,-39,2955,525.50710620462,355.673168328,329.317714285368,0.036,3.5639999999999996,2,4,1.2,355.673168327996
48,4,106,89,7,12,60,58,20,36,2000,2727,0,100,0,0,1727,137,-41,2975,529.0638378879,355.673168328,370.482428571039,0.0,3.5999999999999996,2,4,1.21,355.67316832800736
46,3,130,91,6,11,74,63,20,36,2000,3030,0,100,0,0,1728,137,-45,2995,532.62056957118,355.673168328,411.64714285671005,0.0,3.5999999999999996,2,4,1.22,355.673168327996
40,3,158,92,5,11,91,69,20,36,2000,3108,2,98,0,0,1729,132,-52,3015,536.17730125446,355.673168328,422.243999999556,0.072,3.5279999999999996,2,4,1.23,355.673168327996
29,3,192,91,5,11,111,77,20,36,2000,3108,7,93,0,0,1730,120,-62,3035,539.73403293774,355.673168328,422.243999999556,0.252,3.348,2,4,1.24,355.67316832800736
21,3,223,90,5,11,133,86,20,36,2000,3108,16,84,0,0,1731,111,-69,3055,543.29076462102,355.673168328,422.243999999556,0.576,3.0239999999999996,2,4,1.25,355.673168327996
15,5,252,85,5,11,157,96,20,36,2000,3108,23,77,0,0,1732,100,-70,3075,546.8474963043,355.673168328,422.243999999556,0.828,2.772,2,4,1.26,355.673168327996
8,6,309,76,5,11,187,109,20,36,2000,3108,25,75,0,0,1733,84,-68,3095,550.40422798758,355.673168328,422.243999999556,0.8999999999999999,2.6999999999999997,2,4,1.27,355.67316832800736
5,6,368,61,5,11,223,125,21,36,2000,3108,19,73,0,0,1734,66,-56,3116,554.138796255024,355.673168328,422.243999999556,0.6839999999999999,2.6279999999999997,2,4,1.28,373.45682674439297
4,4,351,55,5,11,249,139,19,36,2000,3108,26,80,0,0,1735,59,-51,3135,557.51769135414,355.673168328,422.243999999556,0.9359999999999999,2.88,2,4,1.29,337.8895099115991
3,3,309,47,5,11,261,150,20,36,2000,3108,19,81,0,0,1736,50,-44,3155,561.07442303742,355.673168328,422.243999999556,0.6839999999999999,2.916,2,4,1.3,355.67316832800736
4,3,236,39,5,11,256,155,21,36,2000,3108,10,82,0,0,1737,43,-35,3176,564.808991304864,355.673168328,422.243999999556,0.36,2.952,2,4,1.31,373.45682674439297
3,6,204,30,5,11,246,158,20,36,2000,3108,12,87,0,0,1738,33,-27,3196,568.365722988144,355.673168328,422.243999999556,0.43199999999999994,3.1319999999999997,2,4,1.32,355.673168327996
5,10,219,21,6,11,241,162,19,36,2000,3108,13,94,0,0,1739,26,-16,3215,571.74461808726,355.673168328,422.243999999556,0.46799999999999997,3.384,2,4,1.33,337.88950991161045
6,22,202,13,9,12,233,165,20,36,2000,3108,10,90,0,0,1740,19,-7,3235,575.30134977054,355.673168328,422.243999999556,0.36,3.2399999999999998,2,4,1.34,355.673168327996
9,39,175,6,15,14,221,166,21,36,2000,2805,12,80,0,0,1741,15,3,3256,579.035918037984,355.673168328,381.07928571388504,0.43199999999999994,2.88,2,4,1.35,373.45682674439297
6,66,151,5,25,17,207,165,20,36,2000,2502,26,73,0,0,1742,11,1,3276,582.592649721264,355.673168328,339.91457142821406,0.9359999999999999,2.6279999999999997,2,4,1.36,355.67316832800736
7,97,121,4,39,22,190,162,20,36,2000,2199,42,57,0,0,1743,11,3,3296,586.149381404544,355.673168328,298.749857142543,1.5119999999999998,2.052,2,4,1.37,355.673168327996
6,131,93,4,57,29,171,158,21,36,2000,1896,45,46,0,0,1744,10,2,3317,589.883949671988,355.673168328,257.58514285687204,1.6199999999999999,1.656,2,4,1.38,373.45682674441264
4,171,74,6,80,38,152,153,19,36,2000,1593,63,43,0,0,1745,10,-2,3336,593.262844771104,355.673168328,216.42042857120103,2.268,1.5479999999999998,2,4,1.39,337.8895099115991
7,204,59,7,105,48,133,147,20,36,2000,1290,70,29,0,0,1746,14,0,3356,596.819576454384,355.673168328,175.25571428553002,2.52,1.0439999999999998,2,4,1.4,355.673168327996
13,229,50,9,130,59,116,141,21,36,2000,987,68,23,0,0,1747,22,4,3377,600.554144721828,355.673168328,134.090999999859,2.448,0.828,2,4,1.41,373.45682674440434
16,248,46,8,154,71,102,135,20,36,2000,684,68,29,0,0,1748,24,8,3397,604.110876405108,355.673168328,92.92628571418801,2.448,1.0439999999999998,2,4,1.42,355.673168327996
19,252,43,9,174,82,90,129,20,36,2000,381,67,31,0,0,1749,28,10,3417,607.667608088388,355.673168328,51.761571428517,2.412,1.1159999999999999,2,4,1.43,355.673168327996
18,251,42,9,189,93,80,124,20,36,2000,78,61,37,0,0,1750,27,9,3437,611.224339771668,355.673168328,10.596857142846002,2.1959999999999997,1.3319999999999999,2,4,1.44,355.67316832800736
16,249,47,9,201,103,73,119,20,36,2000,0,54,43,0,0,1751,25,7,3457,614.781071454948,355.673168328,0.0,1.944,1.5479999999999998,2,4,1.45,355.673168327996
