Front Left,Left Angle,Right Angle,Front Right,Distance Count,Maze Location,Forward Speed count,Rotation Speed count,Left Motor Volts Scaled,Right Motor Volts Scaled,Cross Track Error,Steering Correction,loopTick,Front sum,Front diff,Distance Count Travelled,Distance MM,Profile Forward Speed mm,Profile Rotation Speed deg,LeftVolts,RightVolts,Maze X,Maze Y,time_s,Speed_mm_s
10,13,93,10,20,34,2000,0,35,39,0,0,7576,20,0,3716,660.840746753424,355.673168328,0.0,1.26,1.404,2,2,1.09,355.673168327996
7,15,94,10,19,34,2000,0,41,41,0,0,7577,17,-3,3735,664.21964185254,355.673168328,0.0,1.476,1.476,2,2,1.1,337.8895099115991
10,17,92,11,20,34,2000,303,32,43,0,0,7578,21,-1,3755,667.77637353582,355.673168328,41.164714285671,1.152,1.5479999999999998,2,2,1.11,355.673168327996
9,19,92,11,19,34,2000,606,27,57,0,0,7579,20,-2,3774,671.155268634936,355.673168328,82.329428571342,0.972,2.052,2,2,1.12,337.8895099115991
8,19,88,12,18,34,2000,909,25,67,0,0,7580,20,-4,3792,674.356327149888,355.673168328,123.49414285701302,0.8999999999999999,2.412,2,2,1.13,320.1058514952092
10,20,83,13,19,34,2000,1212,15,71,0,0,7581,23,-3,3811,677.735222249004,355.673168328,164.658857142684,0.5399999999999999,2.5559999999999996,2,2,1.14,337.8895099115991
7,20,78,12,18,34,2000,1515,9,86,0,0,7582,19,-5,3829,680.936280763956,355.673168328,205.82357142835502,0.32399999999999995,3.0959999999999996,2,2,1.15,320.1058514952021
10,18,67,13,18,34,2000,1818,7,91,0,0,7583,23,-3,3847,684.137339278908,355.673168328,246.98828571402603,0.252,3.276,2,2,1.16,320.1058514952021
16,14,47,13,19,34,2000,2121,2,90,0,0,7584,29,3,3866,687.516234378024,355.673168328,288.15299999969704,0.072,3.2399999999999998,2,2,1.17,337.8895099115991
44,11,32,11,18,34,2000,2424,5,96,0,0,7585,55,33,3884,690.717292892976,355.673168328,329.317714285368,0.18,3.4559999999999995,2,2,1.18,320.1058514952021
64,7,18,10,19,34,2000,2727,7,89,0,0,7586,74,54,3903,694.096187992092,355.673168328,370.482428571039,0.252,3.2039999999999997,2,2,1.19,337.8895099115991
68,4,11,9,19,34,2000,3030,7,90,0,0,7587,77,59,3922,697.475083091208,355.673168328,411.64714285671005,0.252,3.2399999999999998,2,2,1.2,337.8895099115991
61,3,11,9,19,34,2000,3108,9,89,0,0,7588,70,52,3941,700.853978190324,355.673168328,422.243999999556,0.32399999999999995,3.2039999999999997,2,2,1.21,337.8895099115991
51,3,16,7,20,34,2000,3108,9,82,0,0,7589,58,44,3961,704.410709873604,355.673168328,422.243999999556,0.32399999999999995,2.952,2,2,1.22,355.673168327996
41,4,15,8,19,34,2000,3108,18,81,0,0,7590,49,33,3980,707.78960497272,355.673168328,422.243999999556,0.6479999999999999,2.916,2,2,1.23,337.8895099115991
29,4,17,6,20,34,2000,3108,18,74,0,0,7591,35,23,4000,711.346336656,355.673168328,422.243999999556,0.6479999999999999,2.6639999999999997,2,2,1.24,355.673168327996
18,5,22,5,20,34,2000,3108,16,77,0,0,7592,23,13,4020,714.90306833928,355.673168328,422.243999999556,0.576,2.772,2,2,1.25,355.67316832800736
10,5,27,5,21,34,2000,3108,14,71,0,0,7593,15,5,4041,718.637636606724,355.673168328,422.243999999556,0.504,2.5559999999999996,2,2,1.26,373.45682674439297
7,4,25,9,19,34,2000,3108,23,76,0,0,7594,16,-2,4060,722.01653170584,355.673168328,422.243999999556,0.828,2.7359999999999998,2,2,1.27,337.8895099115991
5,3,22,56,20,34,2000,3108,17,75,0,0,7595,61,-51,4080,725.57326338912,355.673168328,422.243999999556,0.612,2.6999999999999997,2,2,1.28,355.67316832800736
3,3,17,96,20,34,2000,3108,14,79,0,0,7596,99,-93,4100,729.1299950724,355.673168328,422.243999999556,0.504,2.844,2,2,1.29,355.673168327996
6,3,21,83,19,34,2000,3108,14,86,0,0,7597,89,-77,4119,732.508890171516,355.673168328,422.243999999556,0.504,3.0959999999999996,2,2,1.3,337.8895099115991
5,5,134,59,20,34,2000,3108,13,80,0,0,7598,64,-54,4139,736.065621854796,355.673168328,422.243999999556,0.46799999999999997,2.88,2,2,1.31,355.673168327996
5,11,333,40,20,34,2000,3108,13,80,0,0,7599,45,-35,4159,739.622353538076,355.673168328,422.243999999556,0.46799999999999997,2.88,2,2,1.32,355.67316832800736
7,20,323,23,20,34,2000,2805,21,72,0,0,7600,30,-16,4179,743.179085221356,355.673168328,381.07928571388504,0.7559999999999999,2.5919999999999996,2,2,1.33,355.673168327996
8,33,293,10,21,34,2000,2502,26,60,0,0,7601,18,-2,4200,746.9136534888,355.673168328,339.91457142821406,0.9359999999999999,2.1599999999999997,2,2,1.34,373.45682674440434
8,48,242,5,21,34,2000,2199,33,51,0,0,7602,13,3,4221,750.648221756244,355.673168328,298.749857142543,1.188,1.8359999999999999,2,2,1.35,373.45682674439297
5,67,201,5,19,34,2000,1896,49,50,0,0,7603,10,0,4240,754.02711685536,355.673168328,257.58514285687204,1.7639999999999998,1.7999999999999998,2,2,1.36,337.8895099115991
5,82,159,5,19,34,2000,1593,58,42,0,0,7604,10,0,4259,757.406011954476,355.673168328,216.42042857120103,2.0879999999999996,1.5119999999999998,2,2,1.37,337.8895099115991
3,96,132,6,20,34,2000,1290,63,30,0,0,7605,9,-3,4279,760.962743637756,355.673168328,175.25571428553002,2.268,1.0799999999999998,2,2,1.38,355.67316832801527
5,105,115,7,20,34,2000,987,64,30,0,0,7606,12,-2,4299,764.519475321036,355.673168328,134.090999999859,2.304,1.0799999999999998,2,2,1.39,355.673168327996
6,112,105,8,20,34,2000,684,61,32,0,0,7607,14,-2,4319,768.076207004316,355.673168328,92.92628571418801,2.1959999999999997,1.152,2,2,1.4,355.673168327996
6,119,104,7,20,34,2000,381,58,35,0,0,7608,13,-1,4339,771.632938687596,355.673168328,51.761571428517,2.0879999999999996,1.26,2,2,1.41,355.67316832800736
6,117,101,8,19,34,2000,78,60,41,0,0,7609,14,-2,4358,775.011833786712,355.673168328,10.596857142846002,2.1599999999999997,1.476,2,2,1.42,337.8895099115991
6,117,105,8,20,34,2000,0,51,43,0,0,7610,14,-2,4378,778.568565469992,355.673168328,0.0,1.8359999999999999,1.5479999999999998,2,2,1.43,355.673168327996
6,111,107,8,21,34,2000,0,44,42,0,0,7611,14,-2,4399,782.303133737436,355.673168328,0.0,1.5839999999999999,1.5119999999999998,2,2,1.44,373.45682674440434
7,112,114,8,20,35,2280,0,54,62,2,0,7612,15,-1,4419,785.859865420716,405.46741189392,0.0,1.944,2.2319999999999998,2,3,1.45,355.673168327996
6,108,116,8,21,35,2560,0,65,76,8,0,7613,14,-2,4440,789.59443368816,455.26165545984,0.0,2.34,2.7359999999999998,2,3,1.46,373.45682674440434
7,107,115,8,22,35,2840,0,75,93,8,0,7614,15,-1,4462,793.506838539768,505.05589902576,0.0,2.6999999999999997,3.348,2,3,1.47,391.24048516078994
7,109,113,9,24,35,3120,0,91,100,4,0,7615,16,-2,4486,797.774916559704,554.85014259168,0.0,3.276,3.5999999999999996,2,3,1.48,426.8078019936066
7,110,111,9,27,35,3400,0,100,106,1,0,7616,16,-2,4513,802.576504332132,604.6443861576,0.0,3.5999999999999996,3.816,2,3,1.49,480.15877724279744
8,111,105,9,30,35,3680,0,109,104,-6,-1,7617,17,-1,4543,807.911601857052,654.43862972352,0.0,3.9239999999999995,3.7439999999999998,2,3,1.5,533.5097524919997
6,116,102,10,34,35,3960,0,117,102,-14,-1,7618,16,-4,4577,813.958045718628,704.23287328944,0.0,4.212,3.6719999999999997,2,3,1.51,604.6443861575989
7,116,95,9,36,35,4240,0,128,111,-21,-1,7619,16,-2,4613,820.360162748532,754.02711685536,0.0,4.608,3.9959999999999996,2,3,1.52,640.2117029904042
7,118,94,8,39,35,4520,0,131,122,-24,-1,7620,15,-1,4652,827.295789530928,803.82136042128,0.0,4.715999999999999,4.3919999999999995,2,3,1.53,693.5626782395951
5,117,93,8,41,35,4800,0,143,133,-24,-1,7621,13,-3,4693,834.587089481652,853.6156039872,0.0,5.148,4.787999999999999,2,3,1.54,729.1299950724003
5,120,91,6,46,35,5080,0,135,132,-29,-1,7622,11,-1,4739,842.767572353196,903.40984755312,0.0,4.859999999999999,4.752,2,3,1.55,818.0482871543966
6,117,90,6,49,35,5360,0,141,138,-27,-1,7623,12,0,4788,851.481564977232,953.20409111904,0.0,5.076,4.968,2,3,1.56,871.3992624035988
7,116,87,7,52,35,5640,0,147,144,-29,-1,7624,14,0,4840,860.72906735376,1002.99833468496,0.0,5.292,5.183999999999999,2,3,1.57,924.750237652801
5,114,80,7,52,35,5920,0,166,159,-34,-2,7625,12,-2,4892,869.976569730288,1052.79257825088,0.0,5.976,5.723999999999999,2,3,1.58,924.750237652801
6,113,49,8,55,35,5640,0,143,136,-26,-1,7626,14,-2,4947,879.757581859308,1002.99833468496,0.0,5.148,4.896,2,3,1.59,978.1012129019919
8,84,12,8,56,35,5360,0,117,126,32,1,7627,16,0,5003,889.716430572492,953.20409111904,0.0,4.212,4.536,2,3,1.6,995.8848713184002
8,13,4,10,56,35,5080,0,99,109,0,-1,7628,18,-2,5059,899.675279285676,903.40984755312,0.0,3.5639999999999996,3.9239999999999995,2,3,1.61,995.8848713184002
10,2,3,13,53,35,4800,0,94,108,0,0,7629,23,-3,5112,909.100618246368,853.6156039872,0.0,3.384,3.888,2,3,1.62,942.533896069198
