Front Left,Left Angle,Right Angle,Front Right,Distance Count,Maze Location,Forward Speed count,Rotation Speed count,Left Motor Volts Scaled,Right Motor Volts Scaled,Front sum,Front diff,Distance Count Travelled,Distance MM,Profile Forward Speed mm,Profile Rotation Speed deg,LeftVolts,RightVolts,Maze X,Maze Y
76,13,72,120,25,36,2600,2121,12,94,196,-44,5710,1015.44689557644,462.3751188264,288.15299999969704,0.43199999999999994,3.384,2,4
69,9,99,121,24,36,2600,2424,18,98,190,-52,5734,1019.714973596376,462.3751188264,329.317714285368,0.6479999999999999,3.5279999999999996,2,4
63,7,132,122,24,36,2600,2727,15,103,185,-59,5758,1023.983051616312,462.3751188264,370.482428571039,0.5399999999999999,3.7079999999999997,2,4
56,4,175,123,24,36,2600,3030,15,105,179,-67,5782,1028.251129636248,462.3751188264,411.64714285671005,0.5399999999999999,3.78,2,4
56,4,217,127,25,36,2600,3108,12,103,183,-71,5807,1032.697044240348,462.3751188264,422.243999999556,0.43199999999999994,3.7079999999999997,2,4
48,2,259,131,25,36,2600,3108,18,97,179,-83,5832,1037.142958844448,462.3751188264,422.243999999556,0.6479999999999999,3.4919999999999995,2,4
39,3,312,134,25,36,2600,3108,24,93,173,-95,5857,1041.588873448548,462.3751188264,422.243999999556,0.8639999999999999,3.348,2,4
28,5,369,135,25,36,2600,3108,32,86,163,-107,5882,1046.034788052648,462.3751188264,422.243999999556,1.152,3.0959999999999996,2,4
18,5,439,134,26,36,2600,3108,29,82,152,-116,5908,1050.658539240912,462.3751188264,422.243999999556,1.0439999999999998,2.952,2,4
14,5,538,131,26,36,2600,3108,31,81,145,-117,5934,1055.282290429176,462.3751188264,422.243999999556,1.1159999999999999,2.916,2,4
6,5,599,121,25,36,2600,3108,34,85,127,-115,5959,1059.728205033276,462.3751188264,422.243999999556,1.224,3.0599999999999996,2,4
6,4,569,110,25,36,2600,3108,33,87,116,-104,5984,1064.174119637376,462.3751188264,422.243999999556,1.188,3.1319999999999997,2,4
4,3,509,96,26,36,2600,3108,24,89,100,-92,6010,1068.79787082564,462.3751188264,422.243999999556,0.8639999999999999,3.2039999999999997,2,4
3,4,466,76,25,36,2600,3108,25,96,79,-73,6035,1073.24378542974,462.3751188264,422.243999999556,0.8999999999999999,3.4559999999999995,2,4
2,4,429,61,26,36,2600,3108,22,93,63,-59,6061,1077.867536618004,462.3751188264,422.243999999556,0.7919999999999999,3.348,2,4
5,7,337,46,25,36,2600,3108,26,96,51,-41,6086,1082.313451222104,462.3751188264,422.243999999556,0.9359999999999999,3.4559999999999995,2,4
8,11,332,31,26,36,2600,2805,29,87,39,-23,6112,1086.937202410368,462.3751188264,381.07928571388504,1.0439999999999998,3.1319999999999997,2,4
7,18,307,16,26,36,2600,2502,39,76,23,-9,6138,1091.560953598632,462.3751188264,339.91457142821406,1.404,2.7359999999999998,2,4
9,33,267,7,27,36,2600,2199,45,63,16,2,6165,1096.36254137106,462.3751188264,298.749857142543,1.6199999999999999,2.268,2,4
7,45,225,5,26,36,2600,1896,57,58,12,2,6191,1100.986292559324,462.3751188264,257.58514285687204,2.052,2.0879999999999996,2,4
6,59,186,5,25,36,2600,1593,71,51,11,1,6216,1105.432207163424,462.3751188264,216.42042857120103,2.5559999999999996,1.8359999999999999,2,4
7,77,156,7,27,36,2600,1290,70,38,14,0,6243,1110.233794935852,462.3751188264,175.25571428553002,2.52,1.3679999999999999,2,4
